sira,sure,ayet,metin,hoca
3303,28,51,I have [been more than just and have] delivered the message to them [over and over again] so that they may have the [ultimate] guidance.,Bijan Moeinian
3304,28,52,"Those who have received the previous scriptures will believe in this Qur’an. [As a matter of fact, the teachings of Qur’an are the same of the previous scriptures, before being tampered with.]",Bijan Moeinian
3305,28,53,"Whenever Qur’an is recited to the latter [and not many of them have ever heard the verses of Qur’an], they say: ""We believe in it as it has been revealed by God. In fact we have been Muslims from the very beginning.""",Bijan Moeinian
3306,28,54,"These reverts will be rewarded twice (as much as Muslims) for the simple reason that they have [shown lots of courage in accepting the risk of loosing their family, friends and people for the sake of the truth and have] shown patience, responded to the evil with goodness and devoted a part of their [God given] income to charity.",Bijan Moeinian
3307,28,55,"When they hear any vain talk, they leave that place saying: ""We are responsible for our deeds and you are responsible for yours. May peace be with you; we are not interested in talks based upon the ignorance.""",Bijan Moeinian
3308,28,56,"O’ Mohammad, you cannot guide those whom you like to see guided. Only God can guide whoever He pleases. He knows who [has the capacity of absorbing the truth and deserves to be guided and] will accept guidance.",Bijan Moeinian
3309,28,57,"They say: ""If we follow this guidance, we will become the subject of the persecution [of other Arab tribes who have placed their gods in Mecca. ] Do they not realize that it is I who made this city a safe place for them at first place and it is I who provided different kind of fruits for their enjoyment; what a shame that most of them they do not get it.",Bijan Moeinian
3310,28,58,"So many ""safe"" places I have destroyed in account of their inhabitants’ attitude when they became proud of their flourishing economy and turned into wicked. Visit their ruins; only a few of them are still inhabited. At last it is God who inherited the land [that He had given out of mercy to those ungrateful people.]",Bijan Moeinian
3311,28,59,Your Lord never destroys any civilization before having sent a prophet among them to relay His Message. I would never punish any community unless its people practice injustice.,Bijan Moeinian
3312,28,60,Whatever you have been given is a knickknack and only a provision so that you go through this worldly life. What is with God [in reserve for the successful ones] is much more valuable and everlasting. Why do you not use common sense [and give up your Hereafter for a few days of this worldly life?],Bijan Moeinian
3313,28,61,Is the person to whom I have promised (and there is no doubt that God delivers) good rewards in Hereafter equal to the one who has been given everything in this world but will be presented on the Day of Resurrection for punishment?,Bijan Moeinian
3314,28,62,"Do not forget the Day that your Lord will ask: ""Where arethose whom you were used to worship beside Me?""",Bijan Moeinian
3315,28,63,"Those who had introduced alternative ideologies [and were literally taken to the Heaven by their followers] would speak up and confess: ""Our Lord, we misled them [with our opinionated thoughts] for the simple reason that we were misled ourselves. Now [that we know the truth,] we throw ourselves at Your mercy; our fans did not literally worship us.""",Bijan Moeinian
3316,28,64,"Then it will be said : ""Now call upon those whom you literally worshipped. "" The idol worshippers would call their idols but will get no response; then they will face their punishment. If they had only followed My guidance.",Bijan Moeinian
3317,28,65,"Let them not forget the Day that they will be asked: ""What was your response to my Prophet’s invitation?""",Bijan Moeinian
3318,28,66,They will be so stunned by the events that they will be speechless.,Bijan Moeinian
3319,28,67,"As to the one who realized his mistakes, chose the belief, asked sincerely for forgiveness and devoted himself to good deeds, he may have hope to be included among the true successful ones.",Bijan Moeinian
3320,28,68,"Your Lord creates whatever He wills and chooses [whoever He desires for a given task to be performed anywhere in the universe. ] The choice takes place at the Lord’s discretion [therefore, if a creature is chosen as an Angel, Prophet, etc., he should not be worshipped as his high rank is given to him by God and not earned by himself.] Glory belongs only to God, the Most High. He is far above needing a partner, as the idol worshipers think.",Bijan Moeinian
3321,28,69,Your Lord knows what the disbelievers keep in their hearts (as secret) and what they reveal (as lies and hypocrisies. ),Bijan Moeinian
3322,28,70,God is the One beside whom there is no other god. To God [and only to God and not to other creature of God] belongs all praise both in this world and in the Hereafter. Only God is capable of a sound Judgment and to Him you will all return (for judgment.),Bijan Moeinian
3323,28,71,"Say to the disbelievers: ""What if God decides to make the night perpetual (either by ordering the earth not to turn around its axle or by spreading volcanic ashes in the atmosphere, or. ..) till the Day of Resurrection, which one of those whom you are worshiping, except God, can return the light back to you. Do you not hear anything?",Bijan Moeinian
3324,28,72,"Say to the disbelievers: ""What if God (on the contrary) made the day perpetual (till the Day of Resurrection), which “god"" of yours, except God, can bring the night back to you so that you may have a peaceful rest again? Do you not see anything?",Bijan Moeinian
3325,28,73,"The creation of the day and the night [caused by the earth’s spinning around its axle] is a Mercy of God (as without it the earth would not have been hospitable for mankind) so that you may settle down on earth, take advantage of the provision that God has provided for you and may be thankful.",Bijan Moeinian
3326,28,74,"The Day [will come when they have to feel the shame] when God will ask them: ""Where are those associates of Mine that you fabricated [and worshipped ?]",Bijan Moeinian
3327,28,75,"On that Day, a representative of each nation will be asked: ""Present your excuses for your behavior. "" They will then realize how wrong they have been and their fabrications will disappear forever.",Bijan Moeinian
3328,28,76,"Those who are after nothing but gathering the wealth are reminded of the story of] Korah who was of the people of Moses. He became arrogant (and stingy) and rebelled against his Lord’s commandments (generosity, charity, decency, etc.) I (God) had given him so many treasures that their very keys were almost too heavy for a band of strong men. His people advised him: ""Do not be so arrogant; God does not like the arrogant people.""",Bijan Moeinian
3329,28,77,"Then they said: ""Use your wealth, which is given to you by God at first place, as a mean to please God and secure your life in Hereafter without neglecting your fair share of this world. Be good to the others as God has been good to you and do not spread corruption on earth as God does not like the corrupt people.""",Bijan Moeinian
3330,28,78,"Korah’s response was: ""I have earned my wealth by using my brain!"" Did he [who was so proud of his knowledge] not know that God [was the one who multiplied and safeguarded his wealth for him for the simple reason that God] had destroyed many wealthier and stronger than him in the past? The guilty ones, however, are judged according to the law [and not according to their own criteria. ]",Bijan Moeinian
3331,28,79,"One day Korah appeared in public with all his fineries. Those who were following the worldly goals said: ""What a lucky man; it would be nice to have such wealth.""",Bijan Moeinian
3332,28,80,"Those who were knowledgeable said: ""Shame on you; God’s blessing is far superior than your wealth and only those who choose to believe, do good deeds and are patient will earn it. """,Bijan Moeinian
3333,28,81,"Eventually I punished him, his followers and all his wealth by sinking them underground. Neither him nor any force could have helped him against God; he turned to be a looser.",Bijan Moeinian
3334,28,82,"The same people who were envious of him the day before, were shameful of their thoughts and said: ""What a shame that we had forgotten that it is God who gives so much to some people and so little to the others [in order to try them in wealth and in poverty. ] How graceful of God not have sunk us with him. Shame on us that we forgot that the disbelievers never succeed.""",Bijan Moeinian
3335,28,83,I (God) have reserved the Paradise for those who do not seek domination in the earth nor get involved in corruption; the successful ones are those who are constantly minding their Lord.,Bijan Moeinian
3336,28,84,"The one who does a good deed will receive many folded rewards for it. The one who does a wrong thing, he will receive a punishment equal to his sin [and not an excessive punishment.]",Bijan Moeinian
3337,28,85,"Rest assured that the One (God) Who has formally established this Qur’an (set of laws and code of conducts) upon you, will summon you to His Court. Therefore, say to people: ""God knows who is following the Lord’s path and who is lost.""",Bijan Moeinian
3338,28,86,"You never expected to receive this Book (absolute criteria to establish right and wrong. ) The revelation of Qur’an is a favor of God (otherwise, like elected representative of the secular government who consult among themselves day and night to establish a ""right"" code of conduct and a “just” set of laws- and of course the next day change their own established laws and come with a “better” one!) Therefore, do not side with those who reject My laws (and try to establish their own civil laws.)",Bijan Moeinian
3339,28,87,Never let yourself being talked into abandoning the Lord’s revelations; invite people to seek the pleasure of God and do not follow those who worship others beside God.,Bijan Moeinian
3340,28,88,Do not worship but God. There is no holiness butt God. Everything will perish but God. God has absolute power over everything and to Him will all of you return.,Bijan Moeinian
3341,29,1,A. L.M.,Bijan Moeinian
3342,29,2,"Do people think that by saying ""I believe"", they will be considered as believers without going though any test of hardship? [Actually, those who submit themselves to the torture and do not deny their beliefs are the true believer]",Bijan Moeinian
3343,29,3,The believers before them were subjected to the hardship to pass the test in spite of the fact that God knew in advance which one of them was a true believer (and which one pretending to be a believer. ),Bijan Moeinian
3344,29,4,"As far as the mischief makers are concerned, do they really think that they will escape God’s punishment?",Bijan Moeinian
3345,29,5,"Whoever is looking forward to meet his Lord, will meet Him [sooner than he thinks] in a day which is pre-determined by God. Indeed God [before Whom you appear for the judgment is not uninformed. He] is the One Who Hears and Who Knows everything.",Bijan Moeinian
3346,29,6,"Whoever strives for the betterment of himself, does it for his own good. God is not in need of any of His creatures.",Bijan Moeinian
3347,29,7,I will cover the sins of those who believe and lead a righteous life and reward them generously for their good deeds.,Bijan Moeinian
3348,29,8,"I have commanded the mankind to be kind toward his parents. However, you should not obey them, if they ask you to worship others beside Me. Know that you will all return to me and then I will inform you of what you have been doing [in your worldly life.]",Bijan Moeinian
3349,29,9,"As to those who [chose] to believe and do good things, I will include them among the righteous ones.",Bijan Moeinian
3350,29,10,"There are some people who say: ""We have believed in God"". However, when they face the difficulties in establishing the Lord’s kingdom on earth, they consider their persecution as the “punishment of God!” When the victory comes [after the hardship], they say: “We were with you!” Do they not know that God is fully aware of what is in the hearts of the people?",Bijan Moeinian
3351,29,11,God has to know [and prove to man through the trials of life] who is a believer and who is a hypocrite.,Bijan Moeinian
3352,29,12,"The disbelievers say to the believers: ""Follow our way of life and do not worry; [if there should be such thing as the Day of the Judgment, ] We will accept the responsibility for your sins. "" Know that they are the liars and [when the Day of the Judgment comes] they will not bear the burden of nobody’s sin.",Bijan Moeinian
3353,29,13,"They will certainly carry their own sins, as well as the sins of the others whom they were responsible for. On the Day of the Judgment, they also have to answer why they were spreading false rumors.",Bijan Moeinian
3354,29,14,"I (God) chose Noah as a Prophet to his people. He tried for years [to invite his people to the right path without any significant success.] In account of their wickedness, they were doomed to the [great] flood.",Bijan Moeinian
3355,29,15,I saved him and those who joined him in the Ark as an example [of the mercy of God toward the believers and His anger toward the disbelievers] for the people of the worlds.,Bijan Moeinian
3356,29,16,"As to Abraham, he said to his people: ""Worship God and respect Him the most. I wish you knew how good following the Lord is for you.""",Bijan Moeinian
3357,29,17,"""Those that you are worshipping instead of God, are powerless idols. You have fabricated a big lie [by deifying your idols.] Your idols are not capable of providing your livelihood. seek your provision only from the Lord, worship Him, be thankful to Him and remember that you will return back to Him.",Bijan Moeinian
3358,29,18,The only mission of Mohammad is to deliver the message; you have the choice of disregarding the message [being fully aware of its consequences] as many nations before you chose to deny the message of the Lord.,Bijan Moeinian
3359,29,19,Have the disbelievers not seen how God originates the creation and then let it reproduce itself. [The fact that the continuation of life is successfully in place proves that] this is easy for God.,Bijan Moeinian
3360,29,20,"Ask them to travel on earth and study how God initiated the creation. The same God who initiated life is capable of recreating life [we know today that it is possible to recreate a being from the smallest part of his body, i.e., his D.N.A.]",Bijan Moeinian
3361,29,21,God may punish whoever (among those who deserve to be punished) He wills and shower His mercy upon whoever (who has turned to Him sincerely) He wills and eventually everyone will return to Him.,Bijan Moeinian
3362,29,22,There is no place on earth or the heavens that you can escape the Lord’s grasp; you have none beside God as a Lord and Master.,Bijan Moeinian
3363,29,23,Those who choose to disregard their Lord’s commands and disbelieve in meeting Him [on the Day of their resurrection] have deprived themselves of My mercy and have subjected themselves to a painful punishment.,Bijan Moeinian
3364,29,24,"The only response of the disbelievers to the invitation of Abraham was: ""Kill him/ burn him. "" Then God made him walk out of the fire [that the disbelievers had cast him into] so that the believers learn a lesson from this incidence [that God never leaves his sincere worshippers alone and will give them the final victory.]",Bijan Moeinian
3365,29,25,"Abraham then [delivered a fiery speech and] said: ""When you see the Hellfire, you will curse the same idols that you have created and are worshipping in this world. But [it will be too late as] you will end up in the Fire and there will be none to help you.",Bijan Moeinian
3366,29,26,"Then Lot [who was chosen to become a prophet later] stepped out and declared his belief. Then he [Lot or Abraham] said: ""I am emigrating toward my Lord who is the Greatest and the Most Wise.""",Bijan Moeinian
3367,29,27,"[In response to Abraham’s bravery and sincerity, ] I granted him Isaac [as one of his sons] and Jacob [his grand son]. I also assigned prophet hood to his descendents and gave them the scriptures. Abraham got his fair reward in this world and will be among the righteous ones in the Hereafter.",Bijan Moeinian
3368,29,28,"As to Lot, he [delivered a sermon to his people and] said: ""You are engaged in a shameful sin [sodomy] that no one in the world has ever committed before you. """,Bijan Moeinian
3369,29,29,"""[What is wrong with you that] you practice homosexuality, robbery and all kind of indecencies in your assemblies [an orgy of sins. ]"" They jokingly responded: “If you are truthful [and if there is such thing as God], then let us taste His punishment!”",Bijan Moeinian
3370,29,30,"Lot then prayed: ""My lord, grant me victory over these wicked people. """,Bijan Moeinian
3371,29,31,"[In response to the Lot’s prayer, ] God sent His messengers [passing through Abraham’s land] giving Abraham the good news [of the birth of Prophet Isaac as well as the prophet hood of Isaac’s unborn son, i. e., Jacob] saying: ""We are in our way to destroy those people [of Sodom] who have gone too far in wickedness.",Bijan Moeinian
3372,29,32,"Abraham said: ""But Lot is living there!"" They said: “We definitely know who lives there; we will save him and his household except his wife who has chosen to join the disbelievers. ”",Bijan Moeinian
3373,29,33,"When My messengers arrived at Lot’s place, he became embarrassed [as his people wanted to molest them. ] They said: "" Have no fear and do not worry. We are going to save you and your household except your wife who should stay [and be punished] with the wicked ones.""",Bijan Moeinian
3374,29,34,"""We are in charge of pouring disaster upon these wicked people from the sky in account of their evil deeds. """,Bijan Moeinian
3375,29,35,I have left the ruins of their cities to serve as a lesson for those people who use their brains.,Bijan Moeinian
3376,29,36,"As to the people of Midyan, I relayed My messages through their brothers Shu’aib. He said: ""My people, worship none but God, keep in mind that there is a Day of Judgment [that you have to meet your Lord] and do not go too far in wickedness.",Bijan Moeinian
3377,29,37,They chose to disregard the message. Consequently I sent them a sever earthquake and by the morning they were all dead in their habitats.,Bijan Moeinian
3378,29,38,"Equally, as you have visited their ruins, the wicked people of Ad and Thamud were destroyed. The Satan made their deeds pleasing in their eyes and misled them from the right path, and this in spite of the fact that they were sensible people.",Bijan Moeinian
3379,29,39,"I also destroyed [the devilish triangle of the power of] Pharaoh, Korah and Haman. [Out of mercy and fairness] I sent Moses to them with undeniable miracles, but they were too arrogant to hear the message. Their [false] power could not save them from God’s punishment.",Bijan Moeinian
3380,29,40,"All the above mentioned wicked people tasted the result of their wrongdoings. To some [people of Ad] I sent a wind to rain the stones on them, against some [to the people of Thamud] I sent the earthquake, some [like Korah] were sank underground and some [like Pharaoh and Haman] were drowned. God was not [as today’s disbelievers claim] unjust to them; they themselves chose to betray their own souls.",Bijan Moeinian
3381,29,41,"Those who choose beside God as their protector, resemble to the spider who, as everyone knows, build the least strong house to live in. Would that these people had knowledge [and knew how they are betraying their own souls!]",Bijan Moeinian
3382,29,42,"God certainly knows whom these people worship as He is the Almighty, and the Most Wise.",Bijan Moeinian
3383,29,43,I (God) cite these examples to make the people wake up; but only those who have [earned the faculty of] knowledge understands them.,Bijan Moeinian
3384,29,44,God has created the heavens and the earth with the truth [the realm of creation is based upon such precise principles that the laws of physics equally apply to any part of the universe. ] Only those people understand this [lack of chaos] who are equipped with knowledge.,Bijan Moeinian
3385,29,45,"Recite whatever is revealed to you from the book and worship your Lord on regular basis. The one who glorifies the Lord through regular acts of adoration will hardly fall into the pitfall of sins and indecencies; Indeed God’s remembrance of you has a greater magnitude [than your remembrance of Him. God has mentioned in the Qur’an: ""Remember me and I will remember you.""] Keep in mind that God knows whatever you are doing.",Bijan Moeinian
3386,29,46,"Do not engage in a senseless dispute with the people of the hood except in the best [civilized and rational] manner. Do not dispute with the wicked among them and say: ""We believe in God’s revelations which are sent to us and to you. Our God, which is the same as yours, is one [without any partner] and we are submitters [in Arabic Muslim] to Him.",Bijan Moeinian
3387,29,47,I have revealed this Qur’an to you (Mohammad) so that those who are blessed with the previous Scriptures [recognize its purity through a comparative study with their own Scriptures] and believe in it as so many [truth loving] people choose to believe in it. None but the sick ones will deny My Revelations.,Bijan Moeinian
3388,29,48,"[The disbelievers say that Mohammad has forged this Qur’an. ] You (Mohammad) never read any book before Qur’an, neither have you authored any book so far [Mohammad’s people knew that he was illiterate.] If you had done so, the disbelievers would have had a reason to doubt [your sincerity.]",Bijan Moeinian
3389,29,49,"These revelations, indeed penetrate into the heart of those who possessed knowledge. Only those who betray their souls will disregard My Revelations.",Bijan Moeinian
3390,29,50,"They say: ""Why this man (Mohammad0 does not produce any miracle?"" Say: “It is only God Who produces the miracles; [I cannot make a miracle of my own, ] My only mission is to relay God’s message to you. ”",Bijan Moeinian
3391,29,51,"Is this book (which I have revealed to you and you recite it to them) not enough of a miracle? In this Qur’an [which is the biggest miracle], those who believe will find the mercy of the Lord and [the most valuable] admonitions.",Bijan Moeinian
3392,29,52,"Say: ""I take God as witness [that I have relayed the Lord’s message. ] God, who has absolute knowledge over whatever is in the heavens and the earth, hereby declares that those who believe in others beside God and that deny the Lord is the [real] losers.""",Bijan Moeinian
3393,29,53,They make a joke of the Hereafter’s punishment and ask you to bring it upon them sooner. They will face their punishment at a pre-determined time. It will happen to them suddenly when they least expect it.,Bijan Moeinian
3394,29,54,The disbelievers challenge you to accelerate their punishment; they do not know that the Hell has already encircle them.,Bijan Moeinian
3395,29,55,"When they face the torture which descends upon them from the above and overtakes them from the below, then they will realize that their ""wish"" is being granted as they will hear: “Now taste the consequence of your wrongdoings. ”",Bijan Moeinian
3396,29,56,"O’ My believing servants, My earth is vast. So [if you cannot worship your Lord freely, migrate to a land where you may] worship Me [freely.]",Bijan Moeinian
3397,29,57,Every living being has to taste death; then to Me you will eventually be returned.,Bijan Moeinian
3398,29,58,"I will settle down those who chose to believe and did good works in the high mansions in the Paradise, beneath which canals will be flowing. They will live therein forever. What an excellent reward for those who chose to be righteous.",Bijan Moeinian
3399,29,59,They were those who chose to be patient and to rely upon their Lord.,Bijan Moeinian
3400,29,60,"[If you have to migrate to another land to be able to worship your Lord freely, do not worry about not being able to carry nothing. ] There are so many creatures around you that do not carry their provisions with them. God will provide for them as well as you. [do not worry as] God hears everything and knows everything.",Bijan Moeinian
3401,29,61,"If you ask the disbelievers [of Mecca], ""Who has created the earth and the heavens and Who has subjected the sun and the moos [to follow the laws of the nature]"", they will surely say, “God. ” How come then they do not follow the Lord’s path?",Bijan Moeinian
3402,29,62,God is the One Who gives more to some of His servants and less to the others. [there is a reason for this inequitable distribution of income as] God knows the best.,Bijan Moeinian
3403,29,63,"If you ask the disbelievers [of Mecca], ""Who sends down rainwater from the sky and thereby gives life to the dead land?"" they will surely reply “God. ” Say: “Then He alone is worthy of all praise.” What a shame that most of them they do not get it.",Bijan Moeinian
3404,29,64,"The life of this world is nothing but a game [like the one that the students’ practices in the school to get some know how. ] The real life starts in Hereafter, if they only knew.",Bijan Moeinian
3405,29,65,"When they are overwhelmed by fear in their ship [or any other vehicle in danger], they pray to God wholehearted. when God brings them safe to land, they return to their practice of worshipping others beside God!",Bijan Moeinian
3406,29,66,"Let them be ungrateful and ""enjoy"" this worldly life for a while; they will soon come to know [how wrong they have been. ]",Bijan Moeinian
3407,29,67,Do they not realize that the safety of their sacred sanctuary [Mecca] in the midst of their dangerous country is a favor of God? Are they going to be grateful [and praise the Lord] or still persisting in worshipping others beside God?,Bijan Moeinian
3408,29,68,"Who is more wicked than the one who fabricate lies and attributes them to God, or rejects the truth presented to him? Is Hell not an appropriate place for such a disbeliever?",Bijan Moeinian
3409,29,69,"As for those who devote themselves to the cause of the Lord, I will guide them to My path. God surely stands with the righteous ones.",Bijan Moeinian
3410,30,1,A. L.M.,Bijan Moeinian
3411,30,2,The Romans have been defeated [by the Iranian army]….,Bijan Moeinian
3412,30,3,in your neighborhood but pretty soon they will be victorious with the help of God……,Bijan Moeinian
3413,30,4,"When this prophecy is fulfilled, the believers will rejoice of the fulfillment of God’s promise (prophecy), God helps whoever He wants;….",Bijan Moeinian
3414,30,5,indeed God is the Mightiest and the Most Merciful.,Bijan Moeinian
3415,30,6,God always keeps His promise but most people simply do not get it.,Bijan Moeinian
3416,30,7,People are so engaged in this worldly life that they are careless about Hereafter.,Bijan Moeinian
3417,30,8,"Don’t people ever think about the creation of the earth, the heavens and whatever is between to realize that there is a purpose behind this creation and that all this is not created in vain and on a whim? The whole universe has a life span determined in advance by God;what a shame that most people think this life will last forever and that they will never stand in front of their Creator [to be accountable for their deeds. ]",Bijan Moeinian
3418,30,9,"Do the people not travel and see what happened to the disbelievers before them? They used to be more powerful, more prosperous and more advanced. It was not God who was unjust to them. [On the contrary,] God [out of His mercy] sent them Prophets with undeniable miracles [to guide them to the right path.] It was they who were unjust to their own soul [and chose the wrong path.]",Bijan Moeinian
3419,30,10,Evil was the end of those who chose to be evil by making fun of the Lord’s revelations.,Bijan Moeinian
3420,30,11,God is the One Who originates the creation with a re-production mechanism in it. To God is the final return of all.,Bijan Moeinian
3421,30,12,"When it comes the time that all should stand in front of the Lord, the guilty ones are for the shock of their life.",Bijan Moeinian
3422,30,13,"Then none of those whom they worshipped beside the Lord [their idols, women, wealth, ""superiors"", etc. ] can be of any help to them. That is when they will sincerely believe in the oneness of God.",Bijan Moeinian
3423,30,14,On the Day of Resurrection the mankind will be divided into two groups: the successful ones and those who failed. ],Bijan Moeinian
3424,30,15,Those who believed and did good deeds will be sent to live happily ever after in the garden of Paradise.,Bijan Moeinian
3425,30,16,"The second group, who chose to cover the truth, reject the revelations of the Lord, and make fun of the Hereafter, will be presented for being sentenced to punishment.",Bijan Moeinian
3426,30,17,"So [now that you know there is justice after all and that your good deeds will not be in vain, ] worship your Lord at night and early in the morning.",Bijan Moeinian
3427,30,18,"Only God deserves to be thanked for and praised by whatever [which has consciousness] in the earth and in the heavens. Therefore, worship your Lord early and late afternoon.",Bijan Moeinian
3428,30,19,"God is the One Who gives life to dead things [all living species are made of the matter which by its very definition is dead] and makes a living being die [a dead corps was a living being just a few seconds ago!] He gives life [in front of your very own eyes] to a dead land, [how can you then deny the resurrection which takes place in front of your eyes every day?]. Likewise, you, too, will be resurrected.",Bijan Moeinian
3429,30,20,One of the miracles [denoting the existence] of God is your very own creation from the matter and then letting you colonize the earth.,Bijan Moeinian
3430,30,21,Another sign of the existence of God is the creation of your spouses from your own species so that [you do not suffer from loneliness and that] you may find tranquility [living next to each other. ] It is God who sparks love between you. There are many subjects to reflect about this topic for those who use their brains.,Bijan Moeinian
3431,30,22,Another miracle [denoting the existence of God] is the creation of the heavens and the earth as well as difference in your languages [and cultures] and skin colors. Surely there are many lessons in these subjects for the learned ones [it is a fact that the difference is the vehicle of the growth. Similarity leads to decay. As a matter of fact there are not two ice crystals similar in the whole universe. It is through healthy competition that the creation expands.],Bijan Moeinian
3432,30,23,"Another sign of the existence of God is your sleeping at night, or during the day, so that [your batteries are recharged and] you may work for your livelihood. Again there are many subjects to be learnt from this topic for those who hear.",Bijan Moeinian
3433,30,24,"Another sign [denoting the existence of God] is the lightening that makes you fear [of being struck with or wood fires] and, at the same time, hope [for a better harvest. ] God is the One Who pours down water from the sky to revive the land after its death. In this too there are many lessons to be learnt from by those who think.",Bijan Moeinian
3434,30,25,"Among His proof [of existence] is [not only the creation of the universe but also] the continuous functioning of the creation by His order. As soon as God summons you with one call from the earth, you will all rush to meet your Lord.",Bijan Moeinian
3435,30,26,To God belongs whatever which exists in the heavens and the earth. Everything has to follow His commands [man is given a small degree of the freedom of choice in order to be tested.],Bijan Moeinian
3436,30,27,"God is the One Who starts the process of creation and then puts in it a mechanism so that the creation reproduces itself and this [resurrection of yours] is [much] easier for Him [than your original creation that you yourself are witnessing. ] To God belongs the best names and attributes in the heaven and the earth; He is the Allmighty, the Most Wise.",Bijan Moeinian
3437,30,28,"Consider your own religious chants [the pagans were used to chant in their pilgrimage to Mecca: ""O God, we worship you as well as those whom you have chosen as your partners!] Would you ever chose your own slaves as your partners? Then why should God choose his own creatures as His partner? This is the way that God presents His arguments so that the disbelievers use common sense [and not worship anyone beside the Lord. ]",Bijan Moeinian
3438,30,29,What a shame that the wicked ones are following their own [lowly] desires without thinking about its consequences. Who can guide a person [like these wicked people who deserve to be] misled by God? No one can help them.,Bijan Moeinian
3439,30,30,"Therefore, [forget about these lost causes] and devote yourself to [Islam which is] the purest religion which satisfies the spiritual needs of mankind. Man’s nature [and his spiritual needs], as programmed by God, can not be changed and this [Islam] is a perfect religion for mankind. What a shame that most people do not realize it.",Bijan Moeinian
3440,30,31,"Submit yourself wholly to God, have the utmost respect toward your Lord [and keep Him always in mind], Worship your Lord on regular basis (at least five times a day) and do not be one of those who worship beside the Lord.",Bijan Moeinian
3441,30,32,The latter are those who [like Christians] divided themselves into different sects [each one adding their own man-made rules to the natural religion which was originally offered to them by God through His Prophets] each enjoying what pleases them!,Bijan Moeinian
3442,30,33,"when people are in trouble, they turn whole man needs to worship God. If he denies the Lord, he will end up worshipping false gods (idols, women, money, superiors, movie stars, ball players, etc.) heartedly to the Lord. When God, out of His mercy removes the hardship, some of them return to their practice of worshipping beside God.",Bijan Moeinian
3443,30,34,"This is their way of showing their ingratitude for My favors! That is fine, enjoy your life for a while and then you will see [its consequences with your own eyes. ]",Bijan Moeinian
3444,30,35,On what basis do they attribute My favors on them to other gods?,Bijan Moeinian
3445,30,36,"When I shower people with some favor, they welcome and enjoy it. When, in account of their [ungrateful] behavior, they are caught in a distressful situation, they loose faith!",Bijan Moeinian
3446,30,37,Can they not understand that God [in order to try people in wealth and poverty] gives some more and some less? In this unequal distribution of income there is much food for thought for those who think.,Bijan Moeinian
3447,30,38,"Therefore, if you are blessed with the Lord’s favor, give the right of your relatives, needy people and the stranded travelers [and not treat them like the ""transients""]. This [voluntary] contribution is the best mean to have the Lord’s attention. Such charitable people are the true successful ones.",Bijan Moeinian
3448,30,39,"If you pay interest to someone who has loaned you money, you have not increased his wealth in the sight of God. The only way that a wealthy person may increase his ""wealth"" at the sight of God is through charity aimed to please God.",Bijan Moeinian
3449,30,40,"God is the One Who has created you, then He assigned for you a provision to live, then He will make you taste the death and, finally, He will bring you back to life. Is there any of those whom you adore capable of doing any of the above mentioned things? Glorified is God and far above having a partner [like Jesus Christ] as the disbelievers believe.",Bijan Moeinian
3450,30,41,Man spreads evil in the land and the sea. God [out of His mercy] may make some wrongdoers [which there is still hope for them] to taste the result of their evil works in this life so that [after having a shock] they come to their senses and return to the right path.,Bijan Moeinian
3451,30,42,"Say, ""Travel around and see with your own eyes the ruins of the historical nations. Most of them were doomed in account of worshipping others beside God.",Bijan Moeinian
3452,30,43,"Therefore, devote yourself whole heartedly to this perfect religion before the arrival of the Day on which God will not give you any second chance. How shocked will be people on that Day.",Bijan Moeinian
3453,30,44,"The one who chooses the disbelief, is hurting his own soul. The one who chooses a righteous life, on the contrary, strengthens his soul.",Bijan Moeinian
3454,30,45,God will reward generously those who believe and lead a righteous life. Indeed God does not like those who cover the truth.,Bijan Moeinian
3455,30,46,You may find the proof of [the existence and the greatness of] the Lord in the winds that He sends to carry the good news of approaching rain clouds and let the ships to sail by His Command so that you find your provision and be grateful to your Lord.,Bijan Moeinian
3456,30,47,"I (God) sent the Prophets with undeniable miracles to the previous nations. When their disbelievers denied the truth, I took vengeance on the guilty ones. Indeed it was My obligation to help the believers.",Bijan Moeinian
3457,30,48,"It is God Who creates the winds to stir up the clouds and then takes them wherever He pleases. When He orders the rain drops to fall, ….",Bijan Moeinian
3458,30,49,His servants who were desperate for rain become happy.,Bijan Moeinian
3459,30,50,Look around and find out the signs of your Lord’s mercy in reviving the dead land [to provide food for you. ] He will bring you back to life after death in the same manner. God is capable of doing everything.,Bijan Moeinian
3460,30,51,"Now if I [try their belief and] send a [heat wave or frosty] wind to turn their crops [which is grown by the God sent rain at first place] yellow, they will become even more firm in their disbelief!",Bijan Moeinian
3461,30,52,"[O’ Mohammad, ] you can not deliver your message to a dead person, nor can you make the deaf to here your call. What can you co, if they turn away and show their back?",Bijan Moeinian
3462,30,53,Nor can you guide a blind [who is not willing to hold a guiding hand. ] Only those people hear you who believe in My revelations and chose to become [firmer and firmer] submitters (Muslims.),Bijan Moeinian
3463,30,54,"God is the One Who creates you as a weak individual, then made you stronger and stronger and then turned you into a weak person in your old ages. God [in this manner shows where man's strength originates from and] creates whatever He wills. God is the most knowledgeable and have power over everything.",Bijan Moeinian
3464,30,55,"When man is resurrected, the wrongdoers swear that their whole life was not more than an hour long! For the same token, they were wrong in other perceptions of theirs [about other matters that they used to deny as they did not have any understanding of what the truth is all about. ]",Bijan Moeinian
