Sıra,Sure,Ayet,Metin,Hoca
3546,33,13,"İçlerinden bir takımı: 'Ey Medineliler! Tutunacak yeriniz yok, geri dönün' demişti. İçlerinden",Diyanet 1961
3547,33,14,"Eğer Medine’nin etrafından üzerlerine varılmış olsa, sonra da kendilerinden fitne çıkarmaları",Diyanet 1961
3548,33,15,"And olsun ki, daha önce, sırt çevirip kaçmayacaklarına dair Allah'a ahd vennişlerdi. Allah'a",Diyanet 1961
3549,33,16,"De ki: 'Eğer ölümden yahut öldürülmekten kaçıyorsanız bilin ki, kaçmak size fayda",Diyanet 1961
3550,33,17,"De ki: 'Allah size bir kötülük dilese veya bir rahmet istese, O’na karşı kim sizi koruyabilir?",Diyanet 1961
3551,33,18,"(18-19) Allah, içinizden sizi alıkoyanları, size Allah’ın yardımını kıskanarak, kardeşlerine",Diyanet 1961
3552,33,19,"(18-19) Allah, içinizden sizi alıkoyanları, size Allah’ın yardımını kıskanarak, kardeşlerine",Diyanet 1961
3553,33,20,"Bunlar, düşman birliklerinin gitmediklerini sanıyorlardı. Bu birlikler tekrar gelmiş olsalardı,",Diyanet 1961
3554,33,21,"Ey inananlar! And olsun ki, sizin için, Allah’a ve ahiret gününe kavuşmayı umanlar ve",Diyanet 1961
3555,33,22,"İnananlar, düşman birliklerini gördükleri zaman: ’İşte bu, Allah ve Peygamberinin bize",Diyanet 1961
3556,33,23,"İnananlardan, Allah’a verdiği ahdi yerine getiren adamlar vardır. Kimi, bu uğurda canını",Diyanet 1961
3557,33,24,"Bu sebeple Allah, doğruları doğrulukları ile mükafatlandırır; ikiyüzlüleri de dilerse",Diyanet 1961
3558,33,25,"Allah inkar edenleri, kinleriyle geri çevirdi, bir hayra ulaşamadılar; savaşta, inananlara",Diyanet 1961
3559,33,26,"Allah, Kitap ehlinden, kafirleri destekleyenleri kalelerinden indirmiş, kalblerine korku",Diyanet 1961
3560,33,27,"Yerlerini, yurtlarını, mallarını ve henüz ayağınızı dahi basmadığınız yerleri Allah size miras",Diyanet 1961
3561,33,28,Ey Peygamber! Eşlerine şöyle söyle: 'Eğer dünya hayatını ve süslerini istiyorsanız gelin size,Diyanet 1961
3562,33,29,"'Eğer Allah’ı, Peygamberini, ahiret yurdunu istiyorsanız bilin ki, Allah içinizden iyi",Diyanet 1961
3563,33,30,"Ey Peygamber’in hanımları! Sizlerden biri açık bir hayasızlık yapacak olursa, onun azabı iki",Diyanet 1961
3564,33,31,Sizlerden Allah'a ve Peygamberine boyun eğip yararlı iş işleyenlere ecrini iki kat veririz; ona,Diyanet 1961
3565,33,32,Ey Peygamberin hanımları! Sizler herhangi bir kadın gibi değilsiniz. Allah’tan,Diyanet 1961
3566,33,33,Evlerinizde oturun; eski Cahiliyye’de olduğu gibi açılıp saçılmayın; namazı kılın; zekatı,Diyanet 1961
3567,33,34,Evlerinizde okunan Allah’ın ayetlerini ve hikmetini hatırda tutun. Şüphesiz Allah haberdar,Diyanet 1961
3568,33,35,"Doğrusu erkek ve kadın müslümanlar, erkek ve kadın müminler, boyun eğen erkekler ve",Diyanet 1961
3569,33,36,"Allah ve Peygamber’i bir şeye hükmettiği zaman, inanan erkek ve kadına artık işlerinde",Diyanet 1961
3570,33,37,"Allah’ın nimet verdiği ve senin de nimetlendirdiğin kimseye: 'Eşini bırakma, Allah’tan sakın'",Diyanet 1961
3571,33,38,"Allah’ın Peygamber’e farz kıldığı şeylerde ona bir güçlük yoktur. Bu, Allah’ın öteden beri,",Diyanet 1961
3572,33,39,"Allah’ın göndenniş olduklarını tebliğ edenler, Allah’tan korkarlar ve O’ndan başka kimseden",Diyanet 1961
3573,33,40,"Muhammed içinizden herhangi bir adamın babası değil, Allah’ın elçisi ve peygamberlerin",Diyanet 1961
3574,33,41,Ey inananlar! Allah’ı çok anın.,Diyanet 1961
3575,33,42,O'nu sabah akşam teşbih edin.,Diyanet 1961
3576,33,43,Karanlıklardan aydınlığa çıkarmak için size rahmet ve istiğfar eden Allah ve melekleridir.,Diyanet 1961
3577,33,44,O'na kavuştukları gün müminlere yapılacak dirlik temennileri ’Selam’ demek olacaktır.,Diyanet 1961
3578,33,45,"(45-46) Biz seni şahit, müjdeci, uyarıcı; Allah’ın izniyle O’na çağıran, nurlandıran bir ışık",Diyanet 1961
3579,33,46,"(45-46) Biz seni şahit, müjdeci, uyarıcı; Allah’ın izniyle O’na çağıran, nurlandıran bir ışık",Diyanet 1961
3580,33,47,"İnananlara, Rablerinden büyük bir lütuf olduğunu müjdele.",Diyanet 1961
3581,33,48,"İnkarcılara, ikiyüzlülere itaat etme; eziyetlerine aldırma; Allah’a güven, güvenilecek olarak",Diyanet 1961
3582,33,49,"Ey inananlar! Mümin kadınlarla nikahlanıp, onları, temasta bulunmadan boşadığınızda, artık",Diyanet 1961
3583,33,50,"Mehirlerini verdiğin eşlerini, Allah’ın sana ganimet olarak verdiği cariyeleri, seninle beraber",Diyanet 1961
3584,33,51,"Bunlardan istediğini bırakır, istediğini yanma alabilirsin. Sırasını geri bırakmış",Diyanet 1961
3585,33,52,"Bundan sonra sana hiçbir kadın, cariyelerin bir yana, güzellikleri ne kadar hoşuna giderse",Diyanet 1961
3586,33,53,"Ey inananlar! Peygamber’in evlerine, yemeğe çağırılmaksızın vakitli vakitsiz ginneyin; fakat",Diyanet 1961
3587,33,54,Bir şeyi açıklasanız de gizleseniz de Allah şüphesiz hepsini bilir.,Diyanet 1961
3588,33,55,"Onların; babaları, oğulları, erkek kardeşleri, erkek kardeşlerinin oğulları, kız kardeşlerinin",Diyanet 1961
3589,33,56,"Şüphesiz Allah ve melekleri Peygamberi överler: Ey inananlar! Siz de onu övün, ona salat",Diyanet 1961
3590,33,57,"Allah'ı ve Peygamber’ini incitenlere, Allah dünyada da ahirette de lanet eder; onlara alçaltıcı",Diyanet 1961
3591,33,58,"İnanan erkek ve kadınları, yapmadıkları bir şeyden ötürü incitenler, şüphesiz iftira etmiş ve",Diyanet 1961
3592,33,59,"Ey Peygamber! Eşlerine, kızlarına ve müminlerin kadınlarına, dışarı çıkarken üstlerine örtü",Diyanet 1961
3593,33,60,"İkiyüzlüler, kalblerinde fesat bulunanlar, şehirde bozguncu haberler yayanlar, eğer bundan",Diyanet 1961
3594,33,61,"Lanetlenmiş olarak, nerede bulunurlarsa yakalanır ve hem de öldürülürler.",Diyanet 1961
3595,33,62,Allah’ın geçmişlere uyguladığı yasası budur ve Allah’ın yasasında bir değişme bulamazsın.,Diyanet 1961
3596,33,63,İnsanlar senden kıyametin zamanını soruyorlar; de ki: 'Onun bilgisi ancak Allah katindadır;,Diyanet 1961
3597,33,64,"(64-65) Allah şüphesiz, inkarcılara lanet etmiş ve onlara içinde sonsuz olarak temelli",Diyanet 1961
3598,33,65,"(64-65) Allah şüphesiz, inkarcılara lanet etmiş ve onlara içinde sonsuz olarak temelli",Diyanet 1961
3599,33,66,"Yüzleri ateşte çevrildiği gün: 'Keşke Allah'a itaat etseydik, keşke Peygamber’e itaat",Diyanet 1961
3600,33,67,"(67-68) ’Rabbimiz! Biz yöneticilerimize ve büyüklerimize itaat etmiştik, fakat onlar bizi",Diyanet 1961
3601,33,68,"(67-68) ’Rabbimiz! Biz yöneticilerimize ve büyüklerimize itaat etmiştik, fakat onlar bizi",Diyanet 1961
3602,33,69,"Ey inananlar! Musa'yı incitenler gibi olmayın. Nitekim Allah onu, söylediklerinden beri",Diyanet 1961
3603,33,70,"(70-71) Ey inananlar! Allah’tan sakının, dürüst söz söyleyin de Allah işlerinizi kendinize",Diyanet 1961
3604,33,71,"(70-71) Ey inananlar! Allah'tan sakının, dürüst söz söyleyin de Allah işlerinizi kendinize",Diyanet 1961
3605,33,72,"Doğrusu Biz, sorumluluğu (emaneti) göklere, yere, dağlara sunmuşuzdur da onlar bunu",Diyanet 1961
3606,33,73,"Bunun sonucu olarak, Allah, ikiyüzlü erkek ve kadınlara, Allah’a ortak koşan erkek ve",Diyanet 1961
3607,34,1,"Hamd, göklerde olanlar ve yerde bulunanlar Kendisinin olan Allah'a mahsustur. O,",Diyanet 1961
3608,34,2,"Yere gireni ve oradan çıkanı, gökten ineni ve oraya yükseleni bilir. O, merhametlidir,",Diyanet 1961
3609,34,3,"İnkar edenler: 'Kıyamet bize gelmeyecektir' dediler. De ki: 'Hayır, öyle değil; görülmeyeni",Diyanet 1961
3610,34,4,"(4-5) Allah’ın, inanıp yararlı iş işleyenlere ki onlar için mağfiret ve cömertçe verilmiş rızık",Diyanet 1961
3611,34,5,"(4-5) Allah’ın, inanıp yararlı iş işleyenlere ki onlar için mağfiret ve cömertçe verilmiş rızık",Diyanet 1961
3612,34,6,"Kendilerine ilim verilenler, sana Rabbinden indirilenin hak olduğunu, güçlü ve hainde layık",Diyanet 1961
3613,34,7,"(7-8) İnkar edenler, insanlara: 'Size, siz parça parça dağılıp yok olduğunuz zaman yeniden",Diyanet 1961
3614,34,8,"(7-8) İnkar edenler, insanlara: 'Size, siz parça parça dağılıp yok olduğunuz zaman yeniden",Diyanet 1961
3615,34,9,Önlerinde ve ardlarında olan göğü ve yeri görmezler mi? Dilesek onları yere geçirir veya,Diyanet 1961
3616,34,10,(10-11) 'Ey dağlar ve kuşlar! Davud teşbih ettikçe siz de onu tekrarlayın’ diyerek and olsun,Diyanet 1961
3617,34,11,(10-11) 'Ey dağlar ve kuşlar! Davud teşbih ettikçe siz de onu tekrarlayın’ diyerek and olsun,Diyanet 1961
3618,34,12,"Gündüz estiğinde bir aylık mesafeye gidip, akşam da bir aylık mesafeden gelen rüzgarı",Diyanet 1961
3619,34,13,"Süleyman için, o ne dilerse, mabedler, heykeller, büyük havuzlara benzer çanaklar ve",Diyanet 1961
3620,34,14,"Süleyman’ın ölümüne hükmettiğimiz zaman, ancak değneğini yiyen kurt onun ölümünü",Diyanet 1961
3621,34,15,Sebelilerin yurtlarında Allah’ın kudretine bir işaret vardır: Sağlı sollu iki bahçe vardı.,Diyanet 1961
3622,34,16,"Fakat onlar yüz çevirdiler; bunun için Biz de üzerlerine Arim selini gönderdik, onların",Diyanet 1961
3623,34,17,"İşte böylece, inkarlarından ötürü onları cezalandırdık. Biz na nk örden başkasına ceza mı",Diyanet 1961
3624,34,18,"Onlarla, kutlu kıldığımız şehirler arasında, karşıdan karşıya görünen kasabalar var etmiş,",Diyanet 1961
3625,34,19,Ama onlar: ’Rabbimiz! Yolculuklarımızın mesafesini uzak kıl' deyip kendilerine yazık ettiler.,Diyanet 1961
3626,34,20,"And olsun ki İblis, onlar hakkındaki görüşünü doğru çıkartmış; inananlardan bir topluluk",Diyanet 1961
3627,34,21,Oysa İblis'in onlar üzerinde bir nüfuzu yoktu; ama Biz ahirete inanan kimselerle ondan,Diyanet 1961
3628,34,22,"De ki: 'Allah’ı bırakıp de göklerde ve yerde zerre kadar bir şeye sahip olmadığı, her ikisinde",Diyanet 1961
3629,34,23,,Diyanet 1961
3630,34,24,,Diyanet 1961
3631,34,25,,Diyanet 1961
3632,34,26,,Diyanet 1961
3633,34,27,,Diyanet 1961
3634,34,28,,Diyanet 1961
3635,34,29,,Diyanet 1961
3636,34,30,,Diyanet 1961
3637,34,31,,Diyanet 1961
3638,34,32,,Diyanet 1961
3639,34,33,,Diyanet 1961
3640,34,34,,Diyanet 1961
3641,34,35,,Diyanet 1961
3642,34,36,,Diyanet 1961
3643,34,37,,Diyanet 1961
3644,34,38,,Diyanet 1961
3645,34,39,,Diyanet 1961
3646,34,40,,Diyanet 1961
3647,34,41,,Diyanet 1961
3648,34,42,,Diyanet 1961
3649,34,43,,Diyanet 1961
3650,34,44,,Diyanet 1961
3651,34,45,,Diyanet 1961
3652,34,46,,Diyanet 1961
3653,34,47,,Diyanet 1961
3654,34,48,,Diyanet 1961
3655,34,49,,Diyanet 1961
3656,34,50,,Diyanet 1961
3657,34,51,,Diyanet 1961
3658,34,52,,Diyanet 1961
3659,34,53,,Diyanet 1961
3660,34,54,,Diyanet 1961
3661,35,1,"Hamd, gökleri ve yeri yaratan, melekleri ikişer, üçer, dörder kanatlı elçiler kılan Allah’a",Diyanet 1961
3662,35,2,Allah’ın insanlara verdiği rahmeti önleyebilecek yoktur. O’nun önlediğini de ardından,Diyanet 1961
3663,35,3,Ey insanlar! Allah’ın size olan nimetini anın; sizi gökten ve yerden rızıklandıran Allah’tan,Diyanet 1961
3664,35,4,Seni yalanlıyorlarsa bil ki senden önce de nice peygamberler yalanlanmıştır. Bütün işler,Diyanet 1961
3665,35,5,Ey insanlar! Allah’ın verdiği söz şüphesiz gerçektir; dünya hayatı sizi aldatmasın. Allah’ın,Diyanet 1961
3666,35,6,"Şeytan şüphesiz sizin düşmanmızdır; siz de onu düşman tutun; o, kendi taraftarlarını, çılgın",Diyanet 1961
3667,35,7,İnkar eden kimselere çetin azap vardır.,Diyanet 1961
3668,35,8,"Kötü işi kendisine güzel gösterilip de onu güzel gören kimse, kötülüğü hiç işlemeyene",Diyanet 1961
3669,35,9,"Rüzgarları gönderip de bulutları yürüten Allah'tır. Biz bulutları ölü bir yere sürüp, onunla",Diyanet 1961
3670,35,10,"Kudret isteyen kimse bilsin ki, kudret, bütünüyle Allah’ındır. Güzel sözler O’na yükselir, o",Diyanet 1961
3671,35,11,"Allah sizi topraktan, sonra nutfeden yaratmış, sonra da sizi çiftler halinde varetmiştir.",Diyanet 1961
3672,35,12,İki deniz bir değildir. Birinin suyu tatlı ve kolay içimlidir; diğeri tuzlu ve acıdır. Her birinden,Diyanet 1961
3673,35,13,"Allah, geceyi gündüze katar, gündüzü geceye katar; belirli bir süre içinde hareket eden güneş",Diyanet 1961
3674,35,14,"Onları çağırırsanız, çağrınızı işitmezler; işitmiş olsalar bile size cevap veremezler; ama",Diyanet 1961
3675,35,15,"Ey insanlar! Siz Allah'a muhtaçsınız, Allah ise müstağnidir, övülmeğe layık olandır.",Diyanet 1961
3676,35,16,"Dilerse sizi yokeder, yeniden başkalarını yaratır.",Diyanet 1961
3677,35,17,"Bu, Allah’a göre zor değildir.",Diyanet 1961
3678,35,18,"Günahkar kimse diğerinin günahını çekmez. Günah yükü ağır olan kimse, onun taşınmasını",Diyanet 1961
3679,35,19,"(19-21) Kör ile gören, karanlıklar ile ışık ve gölgelikle sıcaklık bir değildir.",Diyanet 1961
3680,35,20,"(19-21) Kör ile gören, karanlıklar ile ışık ve gölgelikle sıcaklık bir değildir.",Diyanet 1961
3681,35,21,"(19-21) Kör ile gören, karanlıklar ile ışık ve gölgelikle sıcaklık bir değildir.",Diyanet 1961
3682,35,22,"Dirilerle ölüler de bir değildir. Doğrusu Allah, dilediği kimseye işittirir. Sen, kabirlerde",Diyanet 1961
3683,35,23,Sen sadece bir uyarıcısın.,Diyanet 1961
3684,35,24,"Şüphesiz Biz seni, müjdeci ve uyarıcı olarak, gerçekle gönderdik. Geçmiş her ümmet içinde",Diyanet 1961
3685,35,25,"Eğer seni yalancı sayıyorlarsa bil ki, onlardan öncekiler de yalanlamışlardı. Peygamberleri",Diyanet 1961
3686,35,26,"Sonra Ben, inkar edenleri yakaladım. Beni inkar etmek nasıl olur?",Diyanet 1961
3687,35,27,Allah’ın gökten su indirdiğini görmez misin? Biz onunla türlü türlü renkte ürünler,Diyanet 1961
3688,35,28,"İnsanlar, yerde yürüyenler ve davarlar da böyle türlü türlü renktedirler. Allah’ın kulları",Diyanet 1961
3689,35,29,"Allah’ın Kitap’ına uyanlar, namazı kılanlar, kendilerine verdiğimiz rızıktan gizli ve açık",Diyanet 1961
3690,35,30,"Çünkü Allah bu kimselerin ecirlerini tam verir ve lütfü ile arttırır. Doğrusu O, bağışlayandır,",Diyanet 1961
3691,35,31,"Bu, sana vahyettiğimiz, öncekileri doğrulayan gerçek Kitap’dır. Allah şüphesiz kullarından",Diyanet 1961
3692,35,32,Sonra bu Kitap’ı kullarımızdan seçtiğimiz kimselere miras bırakmışızdır. Onlardan kimi,Diyanet 1961
3693,35,33,"Bunlar, Adn cennetlerine girerler. Orada altın bilezikler ve incilerle süslenirler, oradaki",Diyanet 1961
3694,35,34,"Derler ki: 'Bizden üzüntüyü gideren Allah'a hamdolsun. Doğrusu Rabbimiz bağışlayandır,",Diyanet 1961
3695,35,35,"'Bizi lütfuyla, temelli kalınacak cennete O yerleştirdi. Orada bize ne bir yorgunluk gelecek",Diyanet 1961
3696,35,36,İnkar edenlere cehennem ateşi vardır. Ölümlerine hükmedilmez ki ölsünler; kendilerinden,Diyanet 1961
3697,35,37,"Orada; 'Rabbimiz! Bizi çıkar; yaptığımızdan başka, yararlı iş işleyelim’ diye bağrışırlar. O",Diyanet 1961
3698,35,38,"Allah şüphesiz, göklerin ve yerin gaybını bilir. Doğrusu O kalplerde olanı bilendir.",Diyanet 1961
3699,35,39,Sizleri yeryüzüne de hakim kılan O'dur. İnkar edenin inkarı kendi aleyhinedir. İnkarcıların,Diyanet 1961
3700,35,40,"De ki: 'Allah’ı bırakıp da taptığınız putlarınıza hiç baktınız mı? Bana gösterin, onlar yerden",Diyanet 1961
3701,35,41,"Doğrusu, zeval bulmasın diye gökleri ve yeri tutan Allah'tır. Eğer onlar zevale uğrarsa",Diyanet 1961
3702,35,42,"(42-43) Kendilerine bir uyarıcı gelince, ümmetler içinde en doğru yolda gidenlerden biri",Diyanet 1961
3703,35,43,"(42-43) Kendilerine bir uyarıcı gelince, ümmetler içinde en doğru yolda gidenlerden biri",Diyanet 1961
3704,35,44,"Yeryüzünde gezip, kendilerinden öncekilerin sonlarının nasıl olduğunu görmezler mi? Onlar,",Diyanet 1961
3705,35,45,"Allah insanları işlediklerine karşılık hemen yakalayıverseydi, yeryüzünde bir canlı",Diyanet 1961
3706,36,1,"Ya, Sin.",Diyanet 1961
3707,36,2,"(2-4) Kuran'ı Hakim'e and olsun ki, sen doğru yol üzere gönderilmiş peygamberlerdensin.",Diyanet 1961
3708,36,3,"(2-4) Kuran'ı Hakim'e and olsun ki, sen doğru yol üzere gönderilmiş peygamberlerdensin.",Diyanet 1961
3709,36,4,"(2-4) Kuran'ı Hakim'e and olsun ki, sen doğru yol üzere gönderilmiş peygamberlerdensin.",Diyanet 1961
3710,36,5,"(5-6) Bu, babaları uyarılmadığından gafil kalmış bir milleti uyarman için güçlü ve",Diyanet 1961
3711,36,6,"(5-6) Bu, babaları uyarılmadığından gafil kalmış bir milleti uyarman için güçlü ve",Diyanet 1961
3712,36,7,"And olsun ki, hüküm çoğunun aleyhine gerçekleşmiştir, bunun için artık inanmazlar.",Diyanet 1961
3713,36,8,"Boyunlarına, çenelerine kadar varan demir halkalar geçirmişizdir, bunun için başları yukarı",Diyanet 1961
3714,36,9,Önlerine ve arkalarına sed çekmişizdir. Gözlerini perdelediğimizden artık göremezler.,Diyanet 1961
3715,36,10,"Onları uyarsan da uyarmasan da birdir, inanmazlar.",Diyanet 1961
3716,36,11,"Sen ancak, Kuran'a uyan ve görmediği halde Rahman’dan korkan kimseyi uyarabilirsin.",Diyanet 1961
3717,36,12,"Şüphesiz ölüleri dirilten, işlediklerini ve eserlerini yazan Biziz; herşeyi, apaçık bir kitabda",Diyanet 1961
3718,36,13,"İnsanlara, halkına elçiler gelen şehri mesel olarak anlat:",Diyanet 1961
3719,36,14,Onlara iki elçi göndenniştik; onu yalanladıkları için üçüncü biriyle desteklemiştik. Onlar:,Diyanet 1961
3720,36,15,'Siz de ancak bizim gibi birer insansını z . Rahman da bir şey indirmemiştir. Sadece yalan,Diyanet 1961
3721,36,16,(16-17) Elçiler: 'Doğrusu Rabbimiz bizim size gönderildiğimizi bilir; bize düşen ancak,Diyanet 1961
3722,36,17,(16-17) Elçiler: 'Doğrusu Rabbimiz bizim size gönderildiğimizi bilir; bize düşen ancak,Diyanet 1961
3723,36,18,'Doğrusu sizin yüzünüzden uğursuzluğa uğradık; vazgeçmezseniz and olsun ki sizi,Diyanet 1961
3724,36,19,Elçiler: 'Uğursuzluğunuz kendinizdendir. Bu uğursuzluk size öğüt verildiği için mi? Hayır;,Diyanet 1961
3725,36,20,Şehrin öbür ucundan koşarak bir adam gelmiş ve şöyle demişti: 'Ey Milletim! Gönderilen,Diyanet 1961
3726,36,21,"'Sizden bir ücret istemeyenlere uyun, onlar doğru yoldadırlar.’",Diyanet 1961
3727,36,22,'Beni yaratana ne diye kulluk etmeyeyim? Siz de O’na döneceksiniz.',Diyanet 1961
3728,36,23,’O’nu bırakıp da tanrılar edinir miyim? Eğer Rahman olan Allah bana bir zarar vermek,Diyanet 1961
3729,36,24,'Doğrusu o takdirde apaçık bir sapıklık içinde olurum.',Diyanet 1961
3730,36,25,"'Şüphesiz ben Rabbinize inandım, beni dinleyin.'",Diyanet 1961
3731,36,26,"(26-27) Ona 'Cennete gir’ denince, 'Keşke milletim Rabbimin beni bağışladığını ve beni",Diyanet 1961
3732,36,27,"(26-27) Ona 'Cennete gir’ denince, 'Keşke milletim Rabbimin beni bağışladığını ve beni",Diyanet 1961
3733,36,28,(28-29) Ondan sonra milleti üzerine gökten bir ordu indirmedik; zaten indirecek de değildik;,Diyanet 1961
3734,36,29,(28-29) Ondan sonra milleti üzerine gökten bir ordu indirmedik; zaten indirecek de değildik;,Diyanet 1961
3735,36,30,"Kullara yazıklar olsun! Kendilerine hangi elçi gelse, onu alaya alıyorlardı.",Diyanet 1961
3736,36,31,"Kendilerinden önce nice nesilleri yok ettiğimizi, onların bir daha kendilerine dönmediklerini",Diyanet 1961
3737,36,32,Hepsi huzurumuza getirileceklerdir.,Diyanet 1961
3738,36,33,İşte onlara bir delil: Ölü yeri diriltir ve oradan taneler çıkarırız da ondan yerler.,Diyanet 1961
3739,36,34,"Orada hurmalıklar ve üzüm bağları var ederiz, aralarında pınarlar fışkırtırız.",Diyanet 1961
3740,36,35,Onun ve elleriyle yaptıklarının ürünlerini yesinler; şükretmezler mi?,Diyanet 1961
3741,36,36,"Yerin yetiştirdiklerinden, kendilerinden ve daha bilmediklerinden çift çift yaratan Allah",Diyanet 1961
3742,36,37,Onlara bir delil de gecedir; gündüzü ondan sıyırırız da karanlıkta kalıverirler.,Diyanet 1961
3743,36,38,"Güneş de yörüngesinde yürüyüp gitmektedir. Bu, güçlü ve bilgin olan Allah’ın kanunudur.",Diyanet 1961
3744,36,39,Ay için de sonunda kuru bir hurma dalına döneceği konaklar tayin etmişizdir.,Diyanet 1961
3745,36,40,Aya erişmek güneşe düşmez. Gece de gündüzü geçemez. Her biri bir yörüngede yürürler.,Diyanet 1961
3746,36,41,(41-42) Onlara bir delil de: Soylarını dolu gemiyle taşımamız ve kendileri için bunun gibi,Diyanet 1961
3747,36,42,(41-42) Onlara bir delil de: Soylarını dolu gemiyle taşımamız ve kendileri için bunun gibi,Diyanet 1961
3748,36,43,"Dilesek, onları suda boğardık; ne yardımlarına koşan bulunur ve ne de kendileri",Diyanet 1961
3749,36,44,Ama katımızdan bir rahmet ve bir süreye kadar geçinme olarak onları geri bıraktık.,Diyanet 1961
3750,36,45,"Onlara: 'Geçmişinizden ve geleceğinizden sakının, belki acınırsınız’ dendiği zaman yüz",Diyanet 1961
3751,36,46,Zaten Rabbinin ayetlerinden herhangi biri kendilerine geldiğinde ondan hep yüz,Diyanet 1961
3752,36,47,Onlara: 'Allah’ın size verdiği rızıktan sarfedin’ denince inkar edenler inananlara: 'Allah,Diyanet 1961
3753,36,48,'Doğru sözlü iseniz bildirin bu vaad ne zamandır?’ derler.,Diyanet 1961
3754,36,49,Çekişip dururlarken kendilerini yakalayacak bir tek çığlığı beklerler.,Diyanet 1961
3755,36,50,"O zaman, artık ne vasiyet edebilirler ne de ailelerine dönebilirler.",Diyanet 1961
3756,36,51,"Sura üflenince, kabirlerinden Rablerine koşarak çıkarlar.",Diyanet 1961
3757,36,52,'Vah halimize! Yattığımız yerden bizi kim kaldırdı?' derler. Onlara: ’îşte Rahman olan,Diyanet 1961
3758,36,53,"Tek bir çığlık kopar, hepsi, hemen huzurumuza getirilmiş olur.",Diyanet 1961
3759,36,54,Artık bugün kimseye hiçbir haksızlıkta bulunulmaz. İşlediklerinizden başkasıyla karşılık,Diyanet 1961
3760,36,55,"Doğrusu bugün, cennetlikler eğlenceyle meşguldürler.",Diyanet 1961
3761,36,56,"Onlar ve eşleri gölgeliklerde, tahtlar üzerine yaslanmışlardır.",Diyanet 1961
3762,36,57,Orada meyveler ve her istedikleri onlarındır.,Diyanet 1961
3763,36,58,Merhametli olan Rab katından onlara selam vardır.,Diyanet 1961
3764,36,59,(59-61) Allah şöyle buyurur: Ey suçlular! Bugün müminlerden ayrılın. Ey insanoğulları! Ben,Diyanet 1961
3765,36,60,(59-61) Allah şöyle buyurur: Ey suçlular! Bugün müminlerden ayrılın. Ey insanoğulları! Ben,Diyanet 1961
3766,36,61,(59-61) Allah şöyle buyurur: Ey suçlular! Bugün müminlerden ayrılın. Ey insanoğulları! Ben,Diyanet 1961
3767,36,62,"And olsun ki, o sizden nice nesilleri saptırmıştı, akletmez miydiniz?",Diyanet 1961
3768,36,63,"İşte bu, size söz verilen cehennemdir.",Diyanet 1961
3769,36,64,"Bugün, inkarcılığınıza karşılık oraya girin.",Diyanet 1961
3770,36,65,"İşte o gün ağızlarını mühürleriz, Bizimle elleri konuşur, ayakları da yaptıklarına şahidlik",Diyanet 1961
3771,36,66,"Dilesek, gözlerini kör ederdik de yol bulmağa çalışırlardı. Nasıl görebilirlerdi?",Diyanet 1961
3772,36,67,"Dilesek, onları oldukları yerde dondururduk da, ne ileri gidebilirler ve ne de geri",Diyanet 1961
3773,36,68,Uzun ömürlü yaptığımızın hilkatini tersine çevinnişizdir. Akletmezler mi?,Diyanet 1961
3774,36,69,"Biz ona şiir öğretmedik, zaten ona gerekmezdi. Bu bir öğüt ve apaçık Kuran'dır.",Diyanet 1961
3775,36,70,Diri olan kimseyi uyarsın ve verilen söz de inkarcıların aleyhine çıksın.,Diyanet 1961
3776,36,71,Kudretimizle kendileri için hayvanlar yarattığımızı görmezler mi? Onlara sahip,Diyanet 1961
3777,36,72,"Onları kendilerinin buyruğuna verdik; bindikleri de, etini yedikleri de vardır.",Diyanet 1961
3778,36,73,"Onlarda daha nice faydalar, içecekler vardır; şükretmezler mi?",Diyanet 1961
3779,36,74,"Allah’ı bırakıp da, kendilerine yardımı dokunur diye, başka tanrılar edindiler.",Diyanet 1961
3780,36,75,"Oysa onlar yardım edemezler, ancak kendileri o tanrılara koruyuculuk için nöbet beklerler.",Diyanet 1961
3781,36,76,"Bunların sözü seni üzmesin. Biz onların gizlediklerini de, açığa vurduklarını da şüphesiz",Diyanet 1961
3782,36,77,(77-78) İnsan kendisini bir nutfeden yarattığımızı görmez mi ki hemen apaçık bir hasım,Diyanet 1961
3783,36,78,(77-78) İnsan kendisini bir nutfeden yarattığımızı görmez mi ki hemen apaçık bir hasım,Diyanet 1961
3784,36,79,"De ki: 'Onları ilk defa yaratan diriltecektir. O, her türlü yaratmayı bilendir.’",Diyanet 1961
3785,36,80,Yaş ağaçtan size ateş çıkarandır. Ondan ateş yakarsınız.,Diyanet 1961
3786,36,81,"Gökleri ve yeri yaratan, kendilerinin benzerini yaratmaya kadir olmaz mı? Elbette olur;",Diyanet 1961
3787,36,82,"Bir şeyi dilediği zaman, O’nun buyruğu sadece, o şeye ’Ol’ demektir, hemen olur.",Diyanet 1961
3788,36,83,Her şeyin hükümranlığı elinde olan ve sizin de kendisine döneceğiniz Allah münezzehtir.,Diyanet 1961
3789,37,1,(1-5) Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah’ı andıkça anan meleklere and,Diyanet 1961
3790,37,2,(1-5) Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah’ı andıkça anan meleklere and,Diyanet 1961
3791,37,3,(1-5) Sıra Sıra duran ve önlerindekini sürdükçe süren ve Allah’ı andıkça anan meleklere and,Diyanet 1961
