sıra,sure,ayet,metin,hoca
2412,20,64,"&quot;Hemen hünerlerinizi birleştirin, sonra saf bağlamış olarak gelin! Bugün, üstün gelen kurtulmuş olacaktır.&quot; ",Mustafa Öztürk
2413,20,65,"Dediler: &quot;Ey Musa, ya hünerini ortaya at yahut da ilk hüner sergileyen biz olacağız.&quot; ",Mustafa Öztürk
2414,20,66,"Musa dedi: &quot;Hayır, siz atın!&quot; Bir de ne görsün! Onların ipleri, sopaları, yaptıkları büyüler yüzünden, kendisine gerçekten koşuyorlarmış hayalini verdi. ",Mustafa Öztürk
2415,20,67,Musa birdenbire içinde bir korku duydu. ,Mustafa Öztürk
2416,20,68,"Şöyle dedik: &quot;Korkma, üstün gelecek olan sensin!&quot; ",Mustafa Öztürk
2417,20,69,"&quot;Sağ elindekini yere bırak! Onların, sana sanayi olarak ortaya çıkardıklarını yalayıp yutsun. Onların sanayi olarak ürettikleri sadece bir büyücünün hilesidir. B&uum",Mustafa Öztürk
2418,20,70,Bunun üzerine büyücüler secdelere kapanıp şöyle seslendiler: &quot;Harun'un ve Musa'nın Rabbine inandık!&quot; ,Mustafa Öztürk
2419,20,71,"Firavun dedi: &quot;Ben izin vermeden ona inandınız öyle mi? O size, büyüyü öğreten büyüğünüzdür. Yemin olsun, ellerinizi, ayaklarınızı çaprazlama kesece&#x1",Mustafa Öztürk
2420,20,72,"Dediler: &quot;Biz seni, bize gelen açık-seçik kanıtlara ve bizi yaratmış olana asla tercih etmeyeceğiz. Verdiğin hükmü uygula. Senin hükmün olsa olsa bu dünya hayatında ge&cc",Mustafa Öztürk
2421,20,73,"&quot;Biz Rabbimize inandık ki, günahlarımızı ve senin bizi zorladığın büyüyü affetsin. Allah daha hayırlı, daha süreklidir.&quot; ",Mustafa Öztürk
2422,20,74,"Şu bir gerçek ki, Rabbinin huzuruna suçlu olarak gelen için cehennem vardır. Orada ne ölür ne de hayat bulur. ",Mustafa Öztürk
2423,20,75,"O'nun huzuruna, hayra ve barışa yönelik iyilikler üretmiş bir mümin olarak varana gelince, işte böyleleri için çok yüksek dereceler öngörülmüştür. ",Mustafa Öztürk
2424,20,76,"Adn cennetleri ki, altlarından ırmaklar akar; sürekli kalacaklar içinde. Arınıp temizlenenlerin ödülü işte budur. ",Mustafa Öztürk
2425,20,77,"Andolsun, Musa'ya şöyle vahyetmiştik: &quot;Kullarımı geceleyin yürüt! Denizde onlar için kuru bir yol aç! Size yetişecekler diye korkma, endişelenme!&quot; ",Mustafa Öztürk
2426,20,78,"Derken, Firavun, ordusuyla birlikte onların arkasına düştü. Ama denizden onları sarıp kuşatan, sarıp kuşattı. ",Mustafa Öztürk
2427,20,79,Firavun kendi toplumunu saptırmıştı; kılavuzluk edemedi. ,Mustafa Öztürk
2428,20,80,"Ey Israiloğulları, şu bir gerçek ki, biz sizi düşmanınızdan kurtadık. Tur'un sağ yanında size vaatte bulunduk. Ve üstünüze kudret helvasıyla bıld&#x131",Mustafa Öztürk
2429,20,81,Size verdiğimiz rızkın temizlerinden yiyin! Bu konuda azgınlık etmeyin! Yoksa öfkem üzerinize çöker. Ve kimin üstüne öfkem inerse o uçuruma gider. ,Mustafa Öztürk
2430,20,82,"Ve ben, tövbe eden, inanan, hayra ve barışa yönelik iş yapıp sonra da düzgün bir biçimde yol alan kimseye karşı, gerçekten çok affediciyim, Gaffar'ım. ",Mustafa Öztürk
2431,20,83,"Seni toplumundan çabucak uzaklaştıran neydi, ey Musa? ",Mustafa Öztürk
2432,20,84,"Dedi: &quot;Onlar, benim eserim üzerindeler. Ben sana gelmede acele davrandım ki, benden hoşnut olasın, ey Rabbim!&quot; ",Mustafa Öztürk
2433,20,85,Buyurdu: &quot;Biz senden sonra toplumunu tam bir biçimde imtihan ettik. Samiri onları saptırdı.&quot; ,Mustafa Öztürk
2434,20,86,"Bunun üzerine Musa, öfkeli ve ümidi kırık bir halde kavmine döndü. Dedi: &quot;Ey toplumum! Rabbiniz size güzel bir vaatte bulunmadı mı? Süre mi size uzun geldi yoksa Rabbinizden üzerinize bir",Mustafa Öztürk
2435,20,87,"Dediler ki: &quot;Biz sana kendi irademizle/malımızla karşı çıkmadık. Olay şu: Bize o topluluğun süs eşyalarından bazıları yükletilmişti, onları kald&#x131",Mustafa Öztürk
2436,20,88,"Samiri onlar için, böğürmesi olan bir buzağı heykeli çıkardı. Dediler ki: &quot;Bu, hem sizin hem de Musa'nın tanrısıdır. Ama Musa unuttu.&quot; ",Mustafa Öztürk
2437,20,89,"Görmüyorlar mı ki; o buzağı onlara bir sözü geri çeviremiyor, kendilerine bir zarar veremiyor, bir yarar sağlayamıyor. ",Mustafa Öztürk
2438,20,90,"Yemin olsun, Harun daha önce onlara şunu söylemişti: &quot;Ey kavmim, siz bununla imtihan edildiniz. Sizin Rabbiniz o Rahman'dır. Artık bana uyun, emrime itaat edin!&quot; ",Mustafa Öztürk
2439,20,91,Onlar şöyle demişlerdi: &quot;Musa bize dönünceye kadar ona tapıcılar olmakta devam edeceğiz.&quot; ,Mustafa Öztürk
2440,20,92,"Musa dedi: &quot;Ey Harun, onların saptıklarını gördüğün zaman seni ne engelledi de, ",Mustafa Öztürk
2441,20,93,Benim ardım sıra gelmedin. Emrime isyan mı ettin?&quot; ,Mustafa Öztürk
2442,20,94,"Harun dedi: &quot;Ey annemin oğlu! Sakalımı, başımı tutma! Ben senin şöyle diyeceğinden korkmuştum: 'Beniisrail arasına ayrılık soktun, sözüme bağlı ka",Mustafa Öztürk
2443,20,95,"Musa dedi: &quot;Senin derdin neydi, ey Samiri?&quot; ",Mustafa Öztürk
2444,20,96,Samiri dedi: &quot;Onların görmediklerini gördüm. Resulün izinden bir avuç avuçladım da onu attım. Nefsim bana böylesini hoş gösterdi.&quot; ,Mustafa Öztürk
2445,20,97,"Musa dedi: &quot;Defol, çünkü sen hayatın boyunca &quot;bana dokunmayın!&quot; diyeceksin. Ve senin için asla kaytaramayacağın bir hesap zamanı da var. O başını bekleyip durduğun",Mustafa Öztürk
2446,20,98,"Gerçek olan şu ki, sizin ilahınız kendisinden başka hiçbir tanrı olmayan Allah'tır. O, ilim bakımından herşeyi çepeçevre kuşatmıştır. ",Mustafa Öztürk
2447,20,99,"Işte böylece, geçip gitmişlerin haberlerinden bir kısmını sana anlatıyoruz. Biz sana katımızdan bir Zikir vermişizdir. ",Mustafa Öztürk
2448,20,100,Kim ondan yüz çevirirse kıyamet günü bir günah yüklenecektir. ,Mustafa Öztürk
2449,20,101,Sürekli olarak o yükün altındadır; kıyamet gününde bu onlar için ne kötü yüktür! ,Mustafa Öztürk
2450,20,102,O gün sura üfürülür ve günahkarları o gün gözleri gömgök bir halde haşredeceğiz. ,Mustafa Öztürk
2451,20,103,Aralarında fısıldaşır gibi konuşurlar: &quot;Ancak on gün filan kaldınız.&quot; ,Mustafa Öztürk
2452,20,104,"Onların söylemekte olduklarını biz daha iyi biliriz. Yolca en seçkinleri olan şöyle diyordu: &quot;Eni-sonu, bir gün kaldınız.&quot; ",Mustafa Öztürk
2453,20,105,Sana dağlardan soruyorlar. De ki: &quot;Rabbim onları un-ufak edecektir.&quot; ,Mustafa Öztürk
2454,20,106,"&quot;Yerlerini bomboş, dümdüz bırakacaktır.&quot; ",Mustafa Öztürk
2455,20,107,&quot;Yerlerinde bir eğrilik de bir yumruluk da görmeyeceksin.&quot; ,Mustafa Öztürk
2456,20,108,"O gün, eğip bükmesi olmayan davetçiye uyarlar. Rahman'ın huzurunda sesler kısılır, artık bir hışırtıdan başka birşey işitmezsin. ",Mustafa Öztürk
2457,20,109,O gün şefaat yarar sağlamaz. Ancak Rahman'ın izin verdiği ve sözünden hoşnut olduğu kimse müstesna... ,Mustafa Öztürk
2458,20,110,"Onların önceden gönderdiklerini de arkada bıraktıklarını da bilir, ama onlar O'nu ilimle kuşatamazlar. ",Mustafa Öztürk
2459,20,111,Bütün yüzler o Hayy ve Kayyum önünde yere inmiştir. Zulüm taşıyan perişan olup gitmiştir. ,Mustafa Öztürk
2460,20,112,Mümin olarak hayra ve barışa yönelik iyilikler yapan ise ne haksızlığa uğratılmaktan korkar ne de ezilip horlanmaktan. ,Mustafa Öztürk
2461,20,113,"Biz onu işte böyle, Arapça bir Kur'an olarak indirdik ve onun içinde tehditleri türlü ifadelerle sıraladık ki korunabilsinler, yahut da Kur'an onlara yeni bir hatırlatıcı/hat&#x13",Mustafa Öztürk
2462,20,114,"O Melik/o hak hükümdar olan Allah, yüceler yücesidir. Sana vahyi tamamlanmadan önce, Kur'an hakkında aceleci olma. Şöyle de: &quot;Rabbim, ilmimi artır!&quot; ",Mustafa Öztürk
2463,20,115,"Andolsun, biz daha önce Adem'e ahit verdik de unuttu; biz onda bir kararlılık bulmadık. ",Mustafa Öztürk
2464,20,116,"Hani meleklere, &quot;Adem'e secde edin&quot; demiştik de Iblis müstesna hepsi secde etmişti. Iblis dayatmıştı. ",Mustafa Öztürk
2465,20,117,"Bunun üzerine biz şöyle demiştik: &quot;Ey Adem! Şu, senin de eşinin de düşmanıdır, dikkat et de sizi cennetten çıkarmasın; sonra bedbaht olursun.&quot; ",Mustafa Öztürk
2466,20,118,&quot;Senin burada ne acıkman söz konusudur ne de çıplak kalman.&quot; ,Mustafa Öztürk
2467,20,119,&quot;Ve sen burada ne susayacaksın ne de güneşten yanacaksın.&quot; ,Mustafa Öztürk
2468,20,120,"Derken, şeytan ona şöyle diyerek vesvese verdi: &quot;Ey Adem! Sana, sonsuzluk ağacıyla eskimez-çökmez mülk ve saltanatı göstereyim mi?&quot; ",Mustafa Öztürk
2469,20,121,"Nihayet onlar ondan yediler. Bunun üzerine çirkin yerleri kendilerine açıldı; üzerlerine cennet yapraklarından örtmeye başladılar. Adem, Rabbine isyan etmiş, şaşırıp k",Mustafa Öztürk
2470,20,122,"Sonra Rabbi onu arıtıp temizledi, onun tövbesini kabul edip kendisini iyiye ve doğruya kılavuzladı. ",Mustafa Öztürk
2471,20,123,"Allah dedi: &quot;Ikiniz birlikte inin oradan. Birbirinize düşmansınız. Benden size bir hidayet geldiğinde, benim o hidayetime uyan artık ne sapar ne de bedbaht olur.&quot; ",Mustafa Öztürk
2472,20,124,"Kim benim Zikrim'den/Kur'anımdan yüz çevirirse onun için zor, sıkıcı bir hayat şekli/dar bir geçim vardır; kıyamet günü de onu kör olarak haşrederiz. ",Mustafa Öztürk
2473,20,125,"O der ki: &quot;Rabbim, beni neden kör haşrettin, ben gören biri idim?&quot; ",Mustafa Öztürk
2474,20,126,Allah buyurur: &quot;Ayetlerimiz sana geldiğinde sen böyle unutmuştun; bugün de sen aynı şekilde unutuluyorsun.&quot; ,Mustafa Öztürk
2475,20,127,"Israf eden/haddi aşan ve Rabbinin ayetlerine inanmayan kimseleri biz böyle cezalandırırız. Ve ahiretin azabı çok daha şiddetli, çok daha kalıcıdır. ",Mustafa Öztürk
2476,20,128,Kendilerinden önceki nesillerden nicelerini helak etmemiz onları yola getirmedi mi? Onların yurtlarında/barınaklarında dolaşıp duruyorlar. Akıl sahipleri için bunda elbette ibretler vardır. ,Mustafa Öztürk
2477,20,129,"Eğer Rabbin tarafından daha önce söylenmiş bir söz, belirlenmiş bir süre olmasaydı, bunlar için de helak kaçınılmaz olurdu. ",Mustafa Öztürk
2478,20,130,Artık onların söylediklerine sabret; güneşin doğuşundan önce de batışından önce de Rabbini överek tespih et! Gecenin bazı saatleriyle gündüzün iki ucundan da tesp,Mustafa Öztürk
2479,20,131,"Onlardan bazıları çiftlere, kendilerini imtihan etmek için iğreti hayatın süsü olarak verdiğimiz nimetlere, gözlerini dikme! Rabbinin rızkı hem daha hayırlı hem daha sü",Mustafa Öztürk
2480,20,132,"Ailene namazı emret, kendin de ona sabırla devam et! Biz senden rızık istemiyoruz. Seni biz rızıklandırıyoruz. Sonuç, takvanındır! ",Mustafa Öztürk
2481,20,133,"Dediler ki: &quot;Rabbinden bize bir mucize getirseydi ya!&quot; Peki, önceki sayfalardaki açık kanıt onlara gelmedi mi? ",Mustafa Öztürk
2482,20,134,"Eğer biz onları, ondan önce bir azapla helak etseydik mutlaka şöyle diyeceklerdi: &quot;Rabbimiz, ne olurdu bize bir resul gönderseydin de zelil ve rezil olmadan önce senin ayetlerine uysaydık! ",Mustafa Öztürk
2483,20,135,"De ki: &quot;Herkes bekleyip gözetlemede; hadi siz de bekleyip gözetleyin! Yakında bileceksiniz dosdoğru yolu izleyenler kimlermiş, hidayete eren kimmiş!&quot; ",Mustafa Öztürk
2484,21,1,Yaklaştı insanlara hesapları. Ve onlar hala gaflet içinde yüz çevirip durmadalar. ,Mustafa Öztürk
2485,21,2,"Rablerinden kendilerine ulaşan, söze bürünmüş her yeni öğüt ve hatırlatmayı ancak eğlenerek dinliyorlar. ",Mustafa Öztürk
2486,21,3,"Kalpleri hep oyun ve oyalamada. O zulüm sergileyenler, şu yolda bir fısıldaşmayı iyice koyulaştırdılar: &quot;Bu adam, sizin gibi bir insandan başkası değil. Gözünüz baka",Mustafa Öztürk
2487,21,4,"Dedi: &quot;Rabbim, gökteki sözü de yerdeki sözü de bilir. O, herşeyi duyan, herşeyi bilendir.&quot; ",Mustafa Öztürk
2488,21,5,"Şöyle de dediler: &quot;Saçma sapan rüyalar bunlar! Belki de uydurduğu bir yalandır. Belki de bir şairdir o. Hadi bir mucize getirsin bize, öncekilere gönderildiği gibi...&quot; ",Mustafa Öztürk
2489,21,6,Onlardan önce yere batırdığımız hiçbir yurt ve uygarlık iman etmemiştir. Onlar mı iman edecekler!... ,Mustafa Öztürk
2490,21,7,"Senden önce de ancak kendilerine vahyettiğimiz erler gönderdik. Hadi, sorun Zikir/Kur'an ehline, eğer bilmiyorsanız... ",Mustafa Öztürk
2491,21,8,Biz onları yemek yemez bir ceset olarak yaratmadık. Onlar sonsuza dek kalıcı da değillerdi. ,Mustafa Öztürk
2492,21,9,Sonra onlara verilen söze sadık kaldık da onları ve dilediklerimizi kurtardık. Ve israfa saplanıp haddi aşanları helak ettik. ,Mustafa Öztürk
2493,21,10,"Andolsun, size bir Kitap gönderdik ki, öğüt ve uyarınız/zikriniz yalnız ondadır! Hala aklınızı çalıştırmayacak mısınız? ",Mustafa Öztürk
2494,21,11,Zulmetmiş nice kenti/medeniyeti biz kırıp geçirdik ve arkalarından başka bir topluluk oluşturduk. ,Mustafa Öztürk
2495,21,12,Şiddetimizi hissettiklerinde hiç vakit geçirmeksizin oradan dört nala kaçıyorlardı. ,Mustafa Öztürk
2496,21,13,"Kaçmayın, içinde servet şımarıklığına düştüğünüz yere, maskelerinize dönün ki, hesaba çekilebilesiniz. ",Mustafa Öztürk
2497,21,14,Dediler: &quot;Eyvah bize! Biz gerçekten zalimlermişiz.&quot; ,Mustafa Öztürk
2498,21,15,"Bu davaları sürüp giderken biz onları kökten biçiverdik, sönüp silindiler. ",Mustafa Öztürk
2499,21,16,"Biz, gökleri de yeri de bunlar arasındakileri de eğlenip eğlendirelim diye yaratmadık. ",Mustafa Öztürk
2500,21,17,Eğer bir eğlence edinmek isteseydik onu kendi katımızdan edinirdik. Ama böyle yapanlar değildik/yapsaydık öyle yapardık. ,Mustafa Öztürk
2501,21,18,"Hayır, biz hakkı, batılın üzerine fırlatırız da o, onun beynini parçalar. Bir de bakarsın o yok olup gitmiştir. Yakıştırdığınız niteliklerden ö",Mustafa Öztürk
2502,21,19,"Göklerde ve yerde kim varsa O'na aittir. Ve O'nun katındakiler, O'na ibadet etmekten ne çekinirler ne de yorulurlar. ",Mustafa Öztürk
2503,21,20,"Gece ve gündüz tespih ederler, bıkıp usanmazlar. ",Mustafa Öztürk
2504,21,21,Yoksa yerden bazı ilahlar edindiler de topraktan çıkarıp dirilme işini onlar mı yapacak? ,Mustafa Öztürk
2505,21,22,"Eğer yerde-gökte Allah'tan başka tanrılar olsaydı, o ikisi de mutlaka fesada uğrarlardı. Arşın Rabbi o Allah, onların nitelendirmelerinden yücedir, uzaktır. ",Mustafa Öztürk
2506,21,23,"O, yaptığından hesaba çekilmez ama onlar hesaba çekilirler. ",Mustafa Öztürk
2507,21,24,Yoksa O'nun dışında bazı ilahlar mı edindiler? De ki: &quot;Susturucu delilinizi getirin! Benimle beraber olanların da benden öncekilerin de Zikir'i budur. Ne yazık ki onların çoklar&#,Mustafa Öztürk
2508,21,25,"Senden hiçbir resul göndermedik ki ona şöyle vahyetmiş olmayalım: &quot;Gerçek şu: Ilah yok benden başka, artık bana kulluk/ibadet edin.&quot; ",Mustafa Öztürk
2509,21,26,"&quot;Rahman, çocuk edindi!&quot; dediler. Haşa, bundan arınmıştır O! Onlar lütuflandırılmış kullardır. ",Mustafa Öztürk
2510,21,27,Onlar O'nun sözünün önüne geçemezler; onlar yalnız O'nun emriyle iş yaparlar. ,Mustafa Öztürk
2511,21,28,"O, onların önlerindekini de arkalarındakini de bilir. Onlar, O'nun hoşnutluk verdiklerinden başkasına da şefaat etmezler. Ve onlar O'nun korkusundan titrerler. ",Mustafa Öztürk
2512,21,29,"Içlerinden her kim, &quot;ben O'nun dışında bir ilahım&quot; derse böylesini cehennemle cezalandırırız. Zalimleri işte böyle cezalandırırız biz. ",Mustafa Öztürk
2513,21,30,"O küfre sapanlar görmediler mi ki gökler ve yer bitişik idi, biz onları ayırdık. Her canlı şeyi sudan oluşturduk. Hala iman etmeyecekler mi? ",Mustafa Öztürk
2514,21,31,"Yerküreye, onları çalkalamasın diye bir takım dağlar diktik. Ve orada geniş geniş yollar açtık ki, doğru gidebilsinler. ",Mustafa Öztürk
2515,21,32,"Göğü, korunmuş bir tavan yaptık. Ama onlar göğün ayetlerinden hala yüz çeviriyorlar. ",Mustafa Öztürk
2516,21,33,"O odur ki, geceyi, gündüzü, güneşi ve ayı yarattı. Herbiri bir yörüngede yüzmektedir. ",Mustafa Öztürk
2517,21,34,"Senden önce hiçbir insana ölümsüzlük vermedik. Şimdi sen ölürsen, onlar ölümsüz mü olacaklar? ",Mustafa Öztürk
2518,21,35,"Her canlı, ölümü tadacaktır. Biz bir imtihan olarak sizi şer ile de hayır ile de deniyoruz. Sonunda bize döndürüleceksiniz. ",Mustafa Öztürk
2519,21,36,"O küfredenler seni gördüklerinde, seni şu şekilde alaya almaktan başka birşey yapmazlar: &quot;Ilahlarınızı diline dolayan bu mu?&quot; Ama kendileri Rahman'ın Zikri'ni ö",Mustafa Öztürk
2520,21,37,"Insan, aceleden yaratılmıştır. Ayetlerimi size göstereceğim. Benden acele istemeyin! ",Mustafa Öztürk
2521,21,38,Diyorlar ki: &quot;Eğer doğru sözlüler iseniz bu vaat ne zaman?&quot; ,Mustafa Öztürk
2522,21,39,"O inkar edenler, ne yüzlerinden ne sırtlarından azabı uzak tutamayacakları ve hiçbir yardım da göremeyecekleri zamanı bir bilselerdi! ",Mustafa Öztürk
2523,21,40,"Doğrusu şu ki, onlara ansızın gelecek de onları şaşkınlıktan donduracak. Artık ne onu geri çevirmeye güçleri yetecek ne de yüzlerine bakılacak. ",Mustafa Öztürk
2524,21,41,"Andolsun, senden önceki resullerle de alay edilmiştir. Sonunda, onlarla eğlenenleri, alay konusu yaptıkları şey kuşatıverdi. ",Mustafa Öztürk
2525,21,42,"De ki: &quot;Sizi gece ve gündüz Rahman'dan kim koruyabilir?&quot; Hayır, hayır! Onlar, Rablerinin Zikri'nden/Kur'an'dan yüz çeviriyorlar. ",Mustafa Öztürk
2526,21,43,Yoksa onların; kendilerini bize karşı siperleyecek tanrıları mı var? Ne kendilerine yardıma güç yetirebilirler ne de bizden bir dostluğa muhatap olurlar. ,Mustafa Öztürk
2527,21,44,"Gerçek şu ki, biz onları ve atalarını, ömür kendilerine uzun gelecek kadar nimetlendirdik. Hala görmüyorlar mı ki, biz yerküreye geliyor, onu uçlarından eksiltiyoruz. Galip gelenler",Mustafa Öztürk
2528,21,45,De ki: &quot;Ben sizi ancak vahiyle uyarıyorum.&quot; Ama sağırlar uyarıldıklarında çağrıyı işitmezler ki! ,Mustafa Öztürk
2529,21,46,"Rabbinin azabından onlara bir nefha dokunsa, yemin olsun şöyle diyecekler: &quot;Vay bizlere, biz zalimlermişiz.&quot; ",Mustafa Öztürk
2530,21,47,Kıyamet günü için adalet terazilerini kuracağız/adaleti terazilere koyacağız. Hiç kimseye zerre kadar zulüm edilmeyecek. Hardal tanesi kadar birşey olsa onu ortaya getiririz. Hesapç&#x,Mustafa Öztürk
2531,21,48,"Andolsun, biz, Musa'ya ve Harun'a hak ile batılı ayıran, korunanlar için bir ışık ve öğüt olan furkanı verdik. ",Mustafa Öztürk
2532,21,49,"O korunanlar ki, hiç görmeden Rablerinden korkarlar. Kıyamet saatinden de ürperirler onlar. ",Mustafa Öztürk
2533,21,50,"Bu, bereketli bir Zikir'dir ki, onu indirdik. Yoksa siz onu inkar mı ediyorsunuz? ",Mustafa Öztürk
2534,21,51,"Andolsun, Ibrahim'e daha önceden, doğruyu bulma gücünü vermiştik. Onu bilmekteydik biz. ",Mustafa Öztürk
2535,21,52,Babasına ve toplumuna şöyle demişti: &quot;Şu başına toplanıp durduğunuz heykeller de ne?&quot; ,Mustafa Öztürk
2536,21,53,Dediler: &quot;Atalarımızı onlara kulluk/ibadet eder bulduk.&quot; ,Mustafa Öztürk
2537,21,54,"Dedi: &quot;Vallahi, siz de atalarınız da açık bir sapıklık içine düşmüşsünüz.&quot; ",Mustafa Öztürk
2538,21,55,Dediler: &quot;Sen gerçeği mi getirdin yoksa oynayıp eğlenenlerden biri misin?&quot; ,Mustafa Öztürk
2539,21,56,"Dedi: &quot;Hiç de değil! Sizin Rabbiniz, göklerin ve yerin Rabbidir ki, onları yaratmıştır. Ben de bunlara tanıklık edenlerdenim.&quot; ",Mustafa Öztürk
2540,21,57,"&quot;Allah'a yemin ederim, sırtınızı dönüp gidişinizden sonra, putlarınıza bir oyun çevireceğim.&quot; ",Mustafa Öztürk
2541,21,58,"Sonunda onları parça parça etti. Yalnız en büyüklerini bıraktı ki, dönüp ona başvurabilsinler. ",Mustafa Öztürk
2542,21,59,Dediler: &quot;Tanrılarımıza bunları yapan kesinlikle zalimlerdendir.&quot; ,Mustafa Öztürk
2543,21,60,Dediler: &quot;Onları diline dolayan bir genç duymuştuk. Kendisine 'Ibrahim' deniyor.&quot; ,Mustafa Öztürk
2544,21,61,"Dediler: &quot;Halkın gözleri önüne getirin onu ki, açıkça görebilsinler.&quot; ",Mustafa Öztürk
2545,21,62,"Dediler: &quot;Tanrılarımıza bunu sen mi yaptın, ey Ibrahim?&quot; ",Mustafa Öztürk
2546,21,63,"Dedi: &quot;Hayır, ben değil! Şu büyükleri yapmıştır onu, Hadi, sorun onlara eğer konuşabiliyorlarsa!&quot; ",Mustafa Öztürk
2547,21,64,Bunun üzerine kendi benliklerine döndüler de şöyle dediler: &quot;Siz zalimlerin ta kendilerisiniz.&quot; ,Mustafa Öztürk
2548,21,65,"Sonra, yine kendi kafalarına döndürüldüler: &quot;Vallahi, sen de bilirsin ki, bunlar konuşamazlar.&quot; ",Mustafa Öztürk
2549,21,66,"Ibrahim dedi: &quot;Siz Allah'ın berisinden, size hiçbir şekilde yarar sağlamayan, zarar veremeyen şeylere mi tapıyorsunuz?&quot; ",Mustafa Öztürk
2550,21,67,&quot;Yuh size ve Allah'ı bırakıp da taptıklarınıza! Siz hala aklınızı kullanmayacak mısınız?&quot; ,Mustafa Öztürk
2551,21,68,"Dediler: &quot;Yakın bunu! Eğer birşey yapacak kişilerseniz, ilahlarınıza yardım edin.&quot; ",Mustafa Öztürk
2552,21,69,"Biz de şöyle dedik: &quot;Ey ateş, Ibrahim'e serin ol, selam ol!&quot; ",Mustafa Öztürk
2553,21,70,Ona tuzak kurmak istediler de biz onları hüsranın en beterine uğrayanlar yaptık. ,Mustafa Öztürk
2554,21,71,Biz onu da Lut'u da kurtarıp içinde alemlere bereketler sakladığımız toprağa ulaştırdık. ,Mustafa Öztürk
2555,21,72,"Ona Ishak'ı bağışladık, ayrıca Yakub'u da hediye ettik. Hepsini hak ve barış için çalışan insanlar yaptık. ",Mustafa Öztürk
2556,21,73,"Onları, bizim buyruğumuzla yol alan önderler yaptık. Onlara iyilikler yapmayı, namaz kılmayı, zekat vermeyi vahyettik. Onlar, yalnız bize kulluk ediyorlardı. ",Mustafa Öztürk
2557,21,74,"Lut'a da hükümranlık ve ilim verdik. Onu, pislikler üretip duran bir kentten kurtardık. O kent halkı yoldan çıkmış kötü bir kavimdi. ",Mustafa Öztürk
2558,21,75,"Onu rahmetimizin içine soktuk. O, hak ve barış için çalışanlardandı. ",Mustafa Öztürk
2559,21,76,"Nuh'a gelince, o da daha önce bize yakarmıştı. Yakarışına cevap verdik de onu ve ailesini, o büyük sıkıntıdan kurtardık. ",Mustafa Öztürk
2560,21,77,"Ona, ayetlerimizi yalanlayan topluluğa karşı yardım ettik. Kötülüğün toplumuydu onlar. Hepsini birden batırıp boğduk. ",Mustafa Öztürk
2561,21,78,"Ve Davud ile Süleyman... Hani, halkın davarının yayıldığı ekinler hakkında hüküm veriyorlardı da biz hükümlerine tanıklar olmuştuk. ",Mustafa Öztürk
2562,21,79,Onu Süleyman'a derhal kavrattık. Herbirine hükümdarlık ve bilgi verdik. Davud'a dağları boyun eğdirdik. Kuşlarla beraber tespih ediyorlardı. Yapmak isteyince yapanlarız biz. ,Mustafa Öztürk
2563,21,80,"Ona, sizi sizin şiddetinizden koruyacak olan zırh yapma sanatını verdik. Peki siz şükrediyor musunuz? ",Mustafa Öztürk
2564,21,81,Ve Süleyman'a kasırgayı boyun eğdirdik. Içini bereketlerle doldurduğumuz toprağa doğru onun emriyle akıp giderdi. Herşeyi bilenleriz biz. ,Mustafa Öztürk
2565,21,82,"Kendisi için dalgıçlık eden, daha başka iş de yapan bazı şeytanları da onun emrine verdik. Biz onları koruyup gözetiyorduk. ",Mustafa Öztürk
2566,21,83,"Ve Eyyub... Rabbine şöyle yakarmıştı: &quot;Dert gelip çattı bana; sen, rahmet edenlerin en merhametlisisin.&quot; ",Mustafa Öztürk
2567,21,84,"Hemen cevap verdik ona, kendisindeki derdi kaldırdık. Tarafımızdan bir rahmet ve ibadet edenler için bir hatırlatma olarak, ona ailesini ve beraberlerinde benzerlerini de verdik. ",Mustafa Öztürk
2568,21,85,"Ismail, Idris, Zülkifl, hepsi sabredenlerdendi. ",Mustafa Öztürk
2569,21,86,Hepsini rahmetimize soktuk. Onlar hak ve barış için çalışanlardı. ,Mustafa Öztürk
2570,21,87,"Ve Zünnun. Hani kızarak gitmişti de ona asla güç yetiremeyeceğimizi sanmıştı. Sonra, karanlıkların bağrında şöyle yakardı: &quot;Senden başka ilah yok, tesp",Mustafa Öztürk
2571,21,88,Hemen imdadına yetiştik. Gamdan kurtardık onu. Inananları işte böyle kurtarırız biz. ,Mustafa Öztürk
2572,21,89,"Ve Zekeriyya. Hani, Rabbine yakarmıştı: &quot;Rabbim, beni yapayalnız, bir başıma bırakma. Sen, mirasçıların en hayırlısısın.&quot; ",Mustafa Öztürk
2573,21,90,"Kendisine hemen cevap vermiş, Yahya'yı ona hediye etmiş, karısını kendisi için doğurmaya elverişli hale getirmiştik. Onlar, hayırlarda yarışırlar, umarak ve korkarak",Mustafa Öztürk
2574,21,91,"Ve o, cinsiyet organını/ırzını titizlikle koruyan kadın. Onun bağrına ruhumuzdan üfledik de kendisini ve oğlunu alemler için bir mucize yaptık. ",Mustafa Öztürk
2575,21,92,"Işte şu sizin ümmetiniz bir tek ümmettir. Ben de Rabbinizim. O halde, bana kulluk/ibadet edin. ",Mustafa Öztürk
2576,21,93,Işlerini aralarında parçaladılar. Hepsi bize dönecekler. ,Mustafa Öztürk
