sira,sure,ayet,metin,hoca
2673,22,78,"You shall strive for the cause of GOD as you should strive for His cause. He has chosen you and has placed no hardship on you in practicing your religion-the religion of your father Abraham. He is the one who named you ""Submitters"" originally. Thus, the messenger shall serve as a witness among you, and you shall serve as witnesses among the people. Therefore, you shall observe the Contact Prayers (Salat) and give the obligatory charity (Zakat), and hold fast to GOD; He is your Lord, the best Lord and the best Supporter.",Rashad Khalifa
2674,23,1,Successful indeed are the believers;,Rashad Khalifa
2675,23,2,who are reverent during their Contact Prayers (Salat).,Rashad Khalifa
2676,23,3,And they avoid vain talk.,Rashad Khalifa
2677,23,4,And they give their obligatory charity (Zakat).,Rashad Khalifa
2678,23,5,And they maintain their chastity.,Rashad Khalifa
2679,23,6,"Only with their spouses, or those who are rightfully theirs, do they have sexual relations; they are not to be blamed.",Rashad Khalifa
2680,23,7,Those who transgress these limits are the transgressors.,Rashad Khalifa
2681,23,8,"When it comes to deposits entrusted to them, as well as any agreements they make, they are trustworthy.",Rashad Khalifa
2682,23,9,And they observe their Contact Prayers (Salat) regularly.,Rashad Khalifa
2683,23,10,Such are the inheritors.,Rashad Khalifa
2684,23,11,"They will inherit Paradise, wherein they abide forever.",Rashad Khalifa
2685,23,12,We created the human being from a certain kind of mud.,Rashad Khalifa
2686,23,13,"Subsequently, we reproduced him from a tiny drop, that is placed into a well protected repository.",Rashad Khalifa
2687,23,14,"Then we developed the drop into a hanging (embryo), then developed the hanging (embryo) into a bite-size (fetus), then created the bite-size (fetus) into bones, then covered the bones with flesh. We thus produce a new creature. Most blessed is GOD, the best Creator.",Rashad Khalifa
2688,23,15,"Then, later on, you die.",Rashad Khalifa
2689,23,16,"Then, on the Day of Resurrection, you will be resurrected.",Rashad Khalifa
2690,23,17,"We created above you seven universes in layers, and we are never unaware of a single creature in them.",Rashad Khalifa
2691,23,18,"We send down from the sky water, in exact measure, then we store it in the ground. Certainly, we can let it escape.",Rashad Khalifa
2692,23,19,"With it, we produce for you orchards of date palms, grapes, all kinds of fruits, and various foods.",Rashad Khalifa
2693,23,20,"Also, a tree native to Sinai produces oil, as well as relish for the eaters.",Rashad Khalifa
2694,23,21,"And the livestock should provide you with a lesson. We let you drink (milk) from their bellies, you derive other benefits from them, and some of them you use for food.",Rashad Khalifa
2695,23,22,"On them, and on the ships, you ride.",Rashad Khalifa
2696,23,23,"We sent Noah to his people, saying, ""O my people, worship GOD. You have no other god beside Him. Would you not be righteous?""",Rashad Khalifa
2697,23,24,"The leaders who disbelieved among his people said, ""This is no more than a human like you, who wants to gain prominence among you. Had GOD willed, He could have sent down angels. We never heard of anything like this from our ancestors.",Rashad Khalifa
2698,23,25,"""He is simply a man gone crazy. Just ignore him for awhile.""",Rashad Khalifa
2699,23,26,"He said, ""My Lord, grant me victory, for they have disbelieved me.""",Rashad Khalifa
2700,23,27,"We then inspired him: ""Make the watercraft under our watchful eyes, and in accordance with our inspiration. When our command comes, and the atmosphere boils up, put on it a pair of every kind (of your domesticated animals), and your family, except those condemned to be doomed. Do not speak to Me on behalf of those who transgressed; they will be drowned.,",Rashad Khalifa
2701,23,28,"""Once you are settled, together with those who are with you, on the watercraft, you shall say, 'Praise GOD for saving us from the evil people.'",Rashad Khalifa
2702,23,29,"""And say, 'My Lord, let me disembark onto a blessed location; You are the best deliverer.' """,Rashad Khalifa
2703,23,30,These should provide sufficient proofs for you. We will certainly put you to the test.,Rashad Khalifa
2704,23,31,"Subsequently, we established another generation after them.",Rashad Khalifa
2705,23,32,"We sent to them a messenger from among them, saying, ""You shall worship GOD. You have no other god beside Him. Would you not be righteous?""",Rashad Khalifa
2706,23,33,"The leaders among his people who disbelieved and rejected the idea of the Hereafter - although we provided for them generously in this life - said, ""This is no more than a human being like you. He eats from what you eat, and drinks as you drink.",Rashad Khalifa
2707,23,34,"""If you obey a human being like you, then you are really losers.",Rashad Khalifa
2708,23,35,"""Does he promise you that, after you die and turn into dust and bones, you will come out again?",Rashad Khalifa
2709,23,36,"""Impossible, impossible indeed is what is promised to you.",Rashad Khalifa
2710,23,37,"""We only live this life - we live and die - and we will never be resurrected.",Rashad Khalifa
2711,23,38,"""He is just a man who fabricated lies and attributed them to GOD. We will never believe him.""",Rashad Khalifa
2712,23,39,"He said, ""My Lord, grant me victory, for they have disbelieved me.""",Rashad Khalifa
2713,23,40,"He said, ""Soon they will be sorry.""",Rashad Khalifa
2714,23,41,"The retribution struck them, equitably, and thus, we turned them into ruins. The wicked people perished.",Rashad Khalifa
2715,23,42,"Subsequently, we established other generations after them.",Rashad Khalifa
2716,23,43,"No community can advance its predetermined fate, nor delay it.",Rashad Khalifa
2717,23,44,"Then we sent our messengers in succession. Every time a messenger went to his community, they disbelieved him. Consequently, we annihilated them, one after the other, and made them history. The people who disbelieved have perished.",Rashad Khalifa
2718,23,45,Then we sent Moses and his brother Aaron with our revelations and a profound proof.,Rashad Khalifa
2719,23,46,"To Pharaoh and his elders, but they turned arrogant. They were oppressive people.",Rashad Khalifa
2720,23,47,"They said, ""Shall we believe for two men whose people are our slaves?""",Rashad Khalifa
2721,23,48,"They rejected the two, and consequently, they were annihilated.",Rashad Khalifa
2722,23,49,"We gave Moses the scripture, that they may be guided.",Rashad Khalifa
2723,23,50,"We made the son of Mary and his mother a sign, and we gave them refuge on a mesa with food and drink.",Rashad Khalifa
2724,23,51,"O you messengers, eat from the good provisions, and work righteousness. I am fully aware of everything you do.",Rashad Khalifa
2725,23,52,Such is your congregation - one congregation - and I am your Lord; you shall reverence Me.,Rashad Khalifa
2726,23,53,But they tore themselves into disputing factions; each party happy with what they have.,Rashad Khalifa
2727,23,54,"Therefore, just leave them in their confusion, for awhile.",Rashad Khalifa
2728,23,55,"Do they think that, since we provided them with money and children,",Rashad Khalifa
2729,23,56,"we must be showering them with blessings? Indeed, they have no idea.",Rashad Khalifa
2730,23,57,"Surely, those who are reverently conscious of their Lord,",Rashad Khalifa
2731,23,58,"And who believe in the revelations of their Lord,",Rashad Khalifa
2732,23,59,"And who never set up any idols beside their Lord,",Rashad Khalifa
2733,23,60,"As they give their charities, their hearts are fully reverent. For they recognize that they will be summoned before their Lord,",Rashad Khalifa
2734,23,61,They are eager to do righteous works; they compete in doing them.,Rashad Khalifa
2735,23,62,"We never burden any soul beyond its means, and we keep a record that utters the truth. No one will suffer injustice.",Rashad Khalifa
2736,23,63,"Because their minds are oblivious to this, they commit works that do not conform with this; their works are evil.",Rashad Khalifa
2737,23,64,"Then, when we requite their leaders with retribution, they complain.",Rashad Khalifa
2738,23,65,Do not complain now; you have given up all help from us.,Rashad Khalifa
2739,23,66,"My proofs have been presented to you, but you turned back on your heels.",Rashad Khalifa
2740,23,67,"You were too arrogant to accept them, and you defiantly disregarded them.",Rashad Khalifa
2741,23,68,Why do they not reflect upon this scripture? Do they not realize that they have received something never attained by their ancestors?,Rashad Khalifa
2742,23,69,Have they failed to recognize their messenger? Is this why they are disregarding him?,Rashad Khalifa
2743,23,70,"Have they decided that he is crazy? Indeed, he has brought the truth to them, but most of them hate the truth.",Rashad Khalifa
2744,23,71,"Indeed, if the truth conformed to their wishes, there would be chaos in the heavens and the earth; everything in them would be corrupted. We have given them their proof, but they are disregarding their proof.",Rashad Khalifa
2745,23,72,Are you asking them for a wage? Your Lord's wage is far better. He is the best Provider.,Rashad Khalifa
2746,23,73,"Most assuredly, you are inviting them to a straight path.",Rashad Khalifa
2747,23,74,Those who disbelieve in the Hereafter will surely deviate from the right path.,Rashad Khalifa
2748,23,75,"Even when we showered them with mercy, and relieved their problems, they plunged deeper into transgression, and continued to blunder.",Rashad Khalifa
2749,23,76,"Even when we afflicted them with retribution, they never turned to their Lord imploring.",Rashad Khalifa
2750,23,77,"Subsequently, when we requited them with the severe retribution they had incurred, they were shocked.",Rashad Khalifa
2751,23,78,"He is the One who granted you the hearing, the eyesight, and the brains. Rarely are you appreciative.",Rashad Khalifa
2752,23,79,"He is the One who established you on earth, and before Him you will be summoned.",Rashad Khalifa
2753,23,80,"He is the One who controls life and death, and He is the One who alternates the night and day. Do you not understand?",Rashad Khalifa
2754,23,81,They said what their ancestors said.,Rashad Khalifa
2755,23,82,"They said, ""After we die and become dust and bones, we get resurrected?",Rashad Khalifa
2756,23,83,"""Such promises were given to us and to our parents in the past. These are no more than tales from the past.""",Rashad Khalifa
2757,23,84,"Say, ""To whom belongs the earth and everyone on it, if you know?""",Rashad Khalifa
2758,23,85,"They will say, ""To GOD."" Say, ""Why then do you not take heed?""",Rashad Khalifa
2759,23,86,"Say, ""Who is the Lord of the seven universes; the Lord of the great dominion?""",Rashad Khalifa
2760,23,87,"They will say, ""GOD."" Say, ""Why then do you not turn righteous?""",Rashad Khalifa
2761,23,88,"Say, ""In whose hand is all sovereignty over all things, and He is the only one who can provide help, but needs no help, if you know?""",Rashad Khalifa
2762,23,89,"They will say, ""GOD."" Say, ""Where did you go wrong?""",Rashad Khalifa
2763,23,90,"We have given them the truth, while they are liars.",Rashad Khalifa
2764,23,91,"GOD has never begotten a son. Nor was there ever any other god beside Him. Otherwise, each god would have declared independence with his creations, and they would have competed with each other for dominance. GOD be glorified; far above their claims.",Rashad Khalifa
2765,23,92,"The Knower of all secrets and declarations; be He exalted, far above having a partner.",Rashad Khalifa
2766,23,93,"Say, ""My Lord, whether You show me (the retribution) they have incurred",Rashad Khalifa
2767,23,94,"""My Lord, let me not be one of the transgressing people.""",Rashad Khalifa
2768,23,95,To show you (the retribution) we have reserved for them is something we can easily do.,Rashad Khalifa
2769,23,96,"Therefore, counter their evil works with goodness; we are fully aware of their claims.",Rashad Khalifa
2770,23,97,"Say, ""My Lord, I seek refuge in You from the whispers of the devils.",Rashad Khalifa
2771,23,98,"""And I seek refuge in You, my Lord, lest they come near me.""",Rashad Khalifa
2772,23,99,"When death comes to one of them, he says, ""My Lord, send me back.",Rashad Khalifa
2773,23,100,"""I will then work righteousness in everything I left."" Not true. This is a false claim that he makes. A barrier will separate his soul from this world until resurrection.",Rashad Khalifa
2774,23,101,"When the horn is blown, no relations among them will exist on that day, nor will they care about one another.",Rashad Khalifa
2775,23,102,"As for those whose weights are heavy, they will be the winners.",Rashad Khalifa
2776,23,103,Those whose weights are light are the ones who lost their souls; they abide in Hell forever.,Rashad Khalifa
2777,23,104,"Fire will overwhelm their faces, and they last miserably therein.",Rashad Khalifa
2778,23,105,"Were not My revelations recited to you, and you kept on rejecting them?",Rashad Khalifa
2779,23,106,"They will say, ""Our Lord, our wickedness overwhelmed us, and we were people gone astray.",Rashad Khalifa
2780,23,107,"""Our Lord, take us out of this; if we return (to our old behavior), then we are really wicked.""",Rashad Khalifa
2781,23,108,"He will say, ""Abide therein, humiliated, and do not speak to Me.",Rashad Khalifa
2782,23,109,"""A group of My servants used to say, 'Our Lord, we have believed, so forgive us and shower us with mercy. Of all the merciful ones, You are the Most Merciful.'",Rashad Khalifa
2783,23,110,"""But you mocked and ridiculed them, to the extent that you forgot Me. You used to laugh at them.",Rashad Khalifa
2784,23,111,"""I have rewarded them today, in return for their steadfastness, by making them the winners.""",Rashad Khalifa
2785,23,112,"He said, ""How long have you lasted on earth? How many years?""",Rashad Khalifa
2786,23,113,"They said, ""We lasted a day or part of a day. Ask those who counted.""",Rashad Khalifa
2787,23,114,"He said, ""In fact, you stayed but a brief interim, if you only knew.",Rashad Khalifa
2788,23,115,"""Did you think that we created you in vain; that you were not to be returned to us?""",Rashad Khalifa
2789,23,116,"Most exalted is GOD, the true Sovereign. There is no other god beside Him; the Most Honorable Lord, possessor of all authority.",Rashad Khalifa
2790,23,117,"Anyone who idolizes beside GOD any other god, and without any kind of proof, his reckoning rests with his Lord. The disbelievers never succeed.",Rashad Khalifa
2791,23,118,"Say, ""My Lord, shower us with forgiveness and mercy. Of all the merciful ones, You are the Most Merciful.""",Rashad Khalifa
2792,24,1,"A sura that we have sent down, and we have decreed as law. We have revealed in it clear revelations, that you may take heed.",Rashad Khalifa
2793,24,2,"The adulteress and the adulterer you shall whip each of them a hundred lashes. Do not be swayed by pity from carrying out GOD's law, if you truly believe in GOD and the Last Day. And let a group of believers witness their penalty.,",Rashad Khalifa
2794,24,3,"The adulterer will end up marrying an adulteress or an idol worshiper, and the adulteress will end up marrying an adulterer or an idol worshiper. This is prohibited for the believers.",Rashad Khalifa
2795,24,4,"Those who accuse married women of adultery, then fail to produce four witnesses, you shall whip them eighty lashes, and do not accept any testimony from them; they are wicked.",Rashad Khalifa
2796,24,5,"If they repent afterwards and reform, then GOD is Forgiver, Merciful.",Rashad Khalifa
2797,24,6,"As for those who accuse their own spouses, without any other witnesses, then the testimony may be accepted if he swears by GOD four times that he is telling the truth.",Rashad Khalifa
2798,24,7,"The fifth oath shall be to incur GOD's condemnation upon him, if he was lying.",Rashad Khalifa
2799,24,8,She shall be considered innocent if she swears by GOD four times that he is a liar.,Rashad Khalifa
2800,24,9,The fifth oath shall incur GOD's wrath upon her if he was telling the truth.,Rashad Khalifa
2801,24,10,"This is GOD's grace and mercy towards you. GOD is Redeemer, Most Wise.",Rashad Khalifa
2802,24,11,"A gang among you produced a big lie. Do not think that it was bad for you; instead, it was good for you. Meanwhile, each one of them has earned his share of the guilt. As for the one who initiated the whole incident, he has incurred a terrible retribution.,",Rashad Khalifa
2803,24,12,"When you heard it, the believing men and the believing women should have had better thoughts about themselves, and should have said, ""This is obviously a big lie.""",Rashad Khalifa
2804,24,13,"Only if they produced four witnesses (you may believe them). If they fail to produce the witnesses, then they are, according to GOD, liars.",Rashad Khalifa
2805,24,14,"If it were not for GOD's grace towards you, and His mercy in this world and in the Hereafter, you would have suffered a great retribution because of this incident.",Rashad Khalifa
2806,24,15,"You fabricated it with your own tongues, and the rest of you repeated it with your mouths without proof. You thought it was simple, when it was, according to GOD, gross.",Rashad Khalifa
2807,24,16,"When you heard it, you should have said, ""We will not repeat this. Glory be to You. This is a gross falsehood.""",Rashad Khalifa
2808,24,17,"GOD admonishes you that you shall never do it again, if you are believers.",Rashad Khalifa
2809,24,18,"GOD thus explains the revelations for you. GOD is Omniscient, Wise.",Rashad Khalifa
2810,24,19,"Those who love to see immorality spread among the believers have incurred a painful retribution in this life and in the Hereafter. GOD knows, while you do not know.",Rashad Khalifa
2811,24,20,"GOD showers you with His grace and mercy. GOD is Most Kind towards the believers, Most Merciful.",Rashad Khalifa
2812,24,21,"O you who believe, do not follow the steps of Satan. Anyone who follows the steps of Satan should know that he advocates evil and vice. If it were not for GOD's grace towards you, and His mercy, none of you would have been purified. But GOD purifies whomever He wills. GOD is Hearer, Knower.",Rashad Khalifa
2813,24,22,"Those among you who are blessed with resources and wealth shall be charitable towards their relatives, the poor, and those who have immigrated for the sake of GOD. They shall treat them with kindness and tolerance; do you not love to attain GOD's forgiveness? GOD is Forgiver, Most Merciful.",Rashad Khalifa
2814,24,23,"Surely, those who falsely accuse married women who are pious believers have incurred condemnation in this life and in the Hereafter; they have incurred a horrendous retribution.",Rashad Khalifa
2815,24,24,"The day will come when their own tongues, hands, and feet will bear witness to everything they had done.",Rashad Khalifa
2816,24,25,"On that day, GOD will requite them fully for their works, and they will find out that GOD is the Truth.",Rashad Khalifa
2817,24,26,"The bad women for the bad men, and the bad men for the bad women, and the good women for the good men, and the good men for the good women. The latter are innocent of such accusations. They have attained forgiveness and a generous reward.",Rashad Khalifa
2818,24,27,"O you who believe, do not enter homes other than yours without permission from their inhabitants, and without greeting them. This is better for you, that you may take heed.",Rashad Khalifa
2819,24,28,"If you find no one in them, do not enter them until you obtain permission. If you are told, ""Go back,"" you must go back. This is purer for you. GOD is fully aware of everything you do.",Rashad Khalifa
2820,24,29,"You commit no error by entering uninhabited homes wherein there is something that belongs to you. GOD knows everything you reveal, and everything you conceal.",Rashad Khalifa
2821,24,30,"Tell the believing men that they shall subdue their eyes (and not stare at the women), and to maintain their chastity. This is purer for them. GOD is fully Cognizant of everything they do.",Rashad Khalifa
2822,24,31,"And tell the believing women to subdue their eyes, and maintain their chastity. They shall not reveal any parts of their bodies, except that which is necessary. They shall cover their chests, and shall not relax this code in the presence of other than their husbands, their fathers, the fathers of their husbands, their sons, the sons of their husbands, their brothers, the sons of their brothers, the sons of their sisters, other women, the male servants or employees whose sexual drive has been nullified, or the children who have not reached puberty. They shall not strike their feet when they walk in order to shake and reveal certain details of their bodies. All of you shall repent to GOD, O you believers, that you may succeed.",Rashad Khalifa
2823,24,32,"You shall encourage those of you who are single to get married. They may marry the righteous among your male and female servants, if they are poor. GOD will enrich them from His grace. GOD is Bounteous, Knower.",Rashad Khalifa
2824,24,33,"Those who cannot afford to get married shall maintain morality until GOD provides for them from His grace. Those among your servants who wish to be freed in order to marry, you shall grant them their wish, once you realize that they are honest. And give them from GOD's money that He has bestowed upon you. You shall not force your girls to commit prostitution, seeking the materials of this world, if they wish to be chaste. If anyone forces them, then GOD, seeing that they are forced, is Forgiver, Merciful.",Rashad Khalifa
2825,24,34,"We have revealed to you clarifying revelations, and examples from the past generations, and an enlightenment for the righteous.",Rashad Khalifa
2826,24,35,"GOD is the light of the heavens and the earth. The allegory of His light is that of a concave mirror behind a lamp that is placed inside a glass container. The glass container is like a bright, pearl-like star. The fuel thereof is supplied from a blessed oil-producing tree, that is neither eastern, nor western. Its oil is almost self-radiating; needs no fire to ignite it. Light upon light. GOD guides to His light whoever wills (to be guided). GOD thus cites the parables for the people. GOD is fully aware of all things.",Rashad Khalifa
2827,24,36,"(God's guidance is found) in houses exalted by GOD, for His name is commemorated therein. Glorifying Him therein, day and night -",Rashad Khalifa
2828,24,37,"People who are not distracted by business or trade from commemorating GOD; they observe the Contact Prayers (Salat), and give the obligatory charity (Zakat), and they are conscious of the day when the minds and the eyes will be horrified.",Rashad Khalifa
2829,24,38,"GOD will certainly reward them for their good works, and will shower them with His grace. GOD provides for whomever He wills without limits.",Rashad Khalifa
2830,24,39,"As for those who disbelieve, their works are like a mirage in the desert. A thirsty person thinks that it is water. But when he reaches it, he finds that it is nothing, and he finds GOD there instead, to requite him fully for his works. GOD is the most efficient reckoner.",Rashad Khalifa
2831,24,40,"Another allegory is that of being in total darkness in the midst of a violent ocean, with waves upon waves, in addition to thick fog. Darkness upon darkness - if he looked at his own hand, he could barely see it. Whomever GOD deprives of light, will have no light.",Rashad Khalifa
2832,24,41,"Do you not realize that everyone in the heavens and the earth glorifies GOD, even the birds as they fly in a column? Each knows its prayer and its glorification. GOD is fully aware of everything they do.",Rashad Khalifa
2833,24,42,"To GOD belongs the sovereignty of the heavens and the earth, and to GOD is the final destiny.",Rashad Khalifa
2834,24,43,"Do you not realize that GOD drives the clouds, then gathers them together, then piles them on each other, then you see the rain coming out of them? He sends down from the sky loads of snow to cover whomever He wills, while diverting it from whomever He wills. The brightness of the snow almost blinds the eyes.",Rashad Khalifa
2835,24,44,GOD controls the night and day. This should be a lesson for those who possess eyes.,Rashad Khalifa
2836,24,45,"And GOD created every living creature from water. Some of them walk on their bellies, some walk on two legs, and some walk on four. GOD creates whatever He wills. GOD is Omnipotent.",Rashad Khalifa
2837,24,46,"We have sent down to you clarifying revelations, then GOD guides whoever wills (to be guided) in a straight path.",Rashad Khalifa
2838,24,47,"They say, ""We believe in GOD and in the messenger, and we obey,"" but then some of them slide back afterwards. These are not believers.",Rashad Khalifa
2839,24,48,"When they are invited to GOD and His messenger to judge among them, some of them get upset.",Rashad Khalifa
2840,24,49,"However, if the judgment is in their favor, they readily accept it!",Rashad Khalifa
2841,24,50,"Is there a disease in their hearts? Are they doubtful? Are they afraid that GOD and His messenger may treat them unfairly? In fact, it is they who are unjust.",Rashad Khalifa
2842,24,51,"The only utterance of the believers, whenever invited to GOD and His messenger to judge in their affairs, is to say, ""We hear and we obey."" These are the winners.",Rashad Khalifa
2843,24,52,"Those who obey GOD and His messenger, and reverence GOD and observe Him, these are the triumphant ones.",Rashad Khalifa
2844,24,53,"They swear by GOD, solemnly, that if you commanded them to mobilize, they would mobilize. Say, ""Do not swear. Obedience is an obligation. GOD is fully Cognizant of everything you do.""",Rashad Khalifa
2845,24,54,"Say, ""Obey GOD, and obey the messenger."" If they refuse, then he is responsible for his obligations, and you are responsible for your obligations. If you obey him, you will be guided. The sole duty of the messenger is to deliver (the message).",Rashad Khalifa
2846,24,55,"GOD promises those among you who believe and lead a righteous life, that He will make them sovereigns on earth, as He did for those before them, and will establish for them the religion He has chosen for them, and will substitute peace and security for them in place of fear. All this because they worship Me alone; they never set up any idols beside Me. Those who disbelieve after this are the truly wicked.",Rashad Khalifa
2847,24,56,"You shall observe the Contact Prayers (Salat) and give the obligatory charity (Zakat), and obey the messenger, that you may attain mercy.",Rashad Khalifa
2848,24,57,Do not think that those who disbelieve will ever get away with it. Their final abode is Hell; what a miserable destiny.,Rashad Khalifa
2849,24,58,"O you who believe, permission must be requested by your servants and the children who have not attained puberty (before entering your rooms). This is to be done in three instances - before the Dawn Prayer, at noon when you change your clothes to rest, and after the Night Prayer. These are three private times for you. At other times, it is not wrong for you or them to mingle with one another. GOD thus clarifies the revelations for you. GOD is Omniscient, Most Wise.",Rashad Khalifa
2850,24,59,"Once the children reach puberty, they must ask permission (before entering) like those who became adults before them have asked permission (before entering). GOD thus clarifies His revelations for you. GOD is Omniscient, Most Wise.",Rashad Khalifa
2851,24,60,"The elderly women who do not expect to get married commit nothing wrong by relaxing their dress code, provided they do not reveal too much of their bodies. To maintain modesty is better for them. GOD is Hearer, Knower.",Rashad Khalifa
2852,24,61,"The blind is not to be blamed, the crippled is not to be blamed, nor is the handicapped to be blamed, just as you are not to be blamed for eating at your homes, or the homes of your fathers, or the homes of your mothers, or the homes of your brothers, or the homes of your sisters, or the homes of your fathers' brothers, or the homes of your fathers' sisters, or the homes of your mothers' brothers, or the homes of your mothers' sisters, or the homes that belong to you and you possess their keys, or the homes of your friends. You commit nothing wrong by eating together or as individuals. When you enter any home, you shall greet each other a greeting from GOD that is blessed and good. GOD thus explains the revelations for you, that you may understand.",Rashad Khalifa
2853,24,62,"The true believers are those who believe in GOD and His messenger, and when they are with him in a community meeting, they do not leave him without permission. Those who ask permission are the ones who do believe in GOD and His messenger. If they ask your permission, in order to tend to some of their affairs, you may grant permission to whomever you wish, and ask GOD to forgive them. GOD is Forgiver, Most Merciful.,",Rashad Khalifa
2854,24,63,"Do not treat the messenger's requests as you treat each others' requests. GOD is fully aware of those among you who sneak away using flimsy excuses. Let them beware - those who disobey his orders - for a disaster may strike them, or a severe retribution.",Rashad Khalifa
2855,24,64,"Absolutely, to GOD belongs everything in the heavens and the earth. He fully knows every condition you may be in. The day you are returned to Him, He will inform them of everything they had done. GOD is fully aware of all things.",Rashad Khalifa
2856,25,1,"Most blessed is the One who revealed the Statute Book to His servant, so he can serve as a warner to the whole world.",Rashad Khalifa
2857,25,2,"The One to whom belongs all sovereignty of the heavens and the earth. He never had a son, nor does He have any partners in sovereignty. He created everything in exact measure; He precisely designed everything.,",Rashad Khalifa
2858,25,3,"Yet, they set up beside Him gods who do not create anything - they themselves are created - and who possess no power to even harm or benefit themselves, nor do they possess any power to control life, or death, or resurrection.",Rashad Khalifa
2859,25,4,"Those who disbelieved said, ""This is a fabrication that he produced, with the help of some other people."" They have uttered a blasphemy and a falsehood.",Rashad Khalifa
2860,25,5,"They also said, ""Tales from the past that he wrote down; they were dictated to him day and night."",",Rashad Khalifa
2861,25,6,"Say, ""This was revealed by the One who knows the Secret in the heavens and the earth. He is Forgiving, Most Merciful."",",Rashad Khalifa
2862,25,7,"And they said, ""How come this messenger eats the food and walks in the markets? If only an angel could come down with him, to serve with him as a preacher!""",Rashad Khalifa
2863,25,8,"Or, ""If only a treasure could be given to him!"" Or, ""If only he could possess an orchard from which he eats!"" The transgressors also said, ""You are following a bewitched man.""",Rashad Khalifa
2864,25,9,"Note how they called you all kinds of names, and how this led them astray, never to find their way back.",Rashad Khalifa
2865,25,10,"Most blessed is the One who can, if He wills, give you much better than their demands - gardens with flowing streams, and many mansions.",Rashad Khalifa
2866,25,11,"In fact, they have disbelieved in the Hour (Day of Resurrection), and we have prepared for those who disbelieve in the Hour a flaming Hell.",Rashad Khalifa
2867,25,12,"When it sees them from afar, they will hear its rage and fuming.",Rashad Khalifa
2868,25,13,"And when they are thrown into it, through a narrow place, all shackled, they will declare their remorse.",Rashad Khalifa
2869,25,14,"You will not declare just a single remorse, on that day; you will suffer through a great number of remorses.",Rashad Khalifa
2870,25,15,"Say, ""Is this better or the eternal Paradise that is promised for the righteous? It is their well deserved reward; a well deserved destiny.""",Rashad Khalifa
2871,25,16,"They get anything they wish therein, forever. This is your Lord's irrevocable promise.",Rashad Khalifa
2872,25,17,"On the day when He summons them, together with the idols they had set up beside GOD, He will say, ""Have you misled these servants of Mine, or did they go astray on their own?""",Rashad Khalifa
2873,25,18,"They will say, ""Be You glorified, it was not right for us to set up any lords beside You. But You allowed them to enjoy, together with their parents. Consequently, they disregarded the message and thus became wicked people.""",Rashad Khalifa
2874,25,19,"They have disbelieved in the message you have given them, and, consequently, you can neither protect them from the retribution they have incurred, nor can you help them in any way. Anyone among you who commits evil, we will commit him to severe retribution.",Rashad Khalifa
2875,25,20,We did not send any messengers before you who did not eat food and walk in the markets. We thus test you by each other; will you steadfastly persevere? Your Lord is Seer.,Rashad Khalifa
2876,25,21,"Those who do not expect to meet us said, ""If only the angels could come down to us, or we could see our Lord (we would then believe)!"" Indeed, they have committed a gross arrogance, and have produced a gross blasphemy.",Rashad Khalifa
2877,25,22,"The day they see the angels, it will not be good news for the guilty; they will say, ""Now, we are irreversibly confined.""",Rashad Khalifa
2878,25,23,"We will look at all the works they have done, and render them null and void.",Rashad Khalifa
2879,25,24,The dwellers of Paradise are far better on that day; they will hear better news.,Rashad Khalifa
2880,25,25,"The heaven will break apart, into masses of clouds, and the angels will descend in multitudes.",Rashad Khalifa
2881,25,26,"All sovereignty on that day belongs to the Most Gracious. For the disbelievers, it will be a difficult day.",Rashad Khalifa
2882,25,27,"The day will come when the transgressor will bite his hands (in anguish) and say, ""Alas, I wish I had followed the path with the messenger.",Rashad Khalifa
2883,25,28,"""Alas, woe to me, I wish I did not take that person as a friend.",Rashad Khalifa
2884,25,29,"""He has led me away from the message after it came to me. Indeed, the devil lets down his human victims.""",Rashad Khalifa
2885,25,30,"The messenger said, ""My Lord, my people have deserted this Quran.""",Rashad Khalifa
2886,25,31,"We also set up against every prophet enemies from among the guilty. Your Lord suffices as a guide, a master.",Rashad Khalifa
2887,25,32,"Those who disbelieved said, ""Why did not the Quran come through him all at once?"" We have released it to you gradually, in order to fix it in your memory. We have recited it in a specific sequence.",Rashad Khalifa
2888,25,33,"Whatever argument they come up with, we provide you with the truth, and a better understanding.",Rashad Khalifa
2889,25,34,Those who are forcibly summoned to Hell are in the worst position; they are the farthest from the right path.,Rashad Khalifa
2890,25,35,"We have given Moses the scripture, and appointed his brother Aaron to be his assistant.",Rashad Khalifa
2891,25,36,"We said, ""Go, both of you, to the people who rejected our revelations,"" and subsequently, we utterly annihilated the rejectors.",Rashad Khalifa
2892,25,37,"Similarly, when the people of Noah disbelieved the messengers, we drowned them, and we set them up as a sign for the people. We have prepared for the transgressors a painful retribution.",Rashad Khalifa
2893,25,38,"Also 'Aad, Thamoud, the inhabitants of Al-Russ, and many generations between them.",Rashad Khalifa
2894,25,39,"To each of these groups, we delivered sufficient examples, before we annihilated them.",Rashad Khalifa
2895,25,40,"They have passed by the community that was showered with a miserable shower (Sodom). Did they not see it? The fact is, they never believed in resurrection.",Rashad Khalifa
2896,25,41,"When they saw you, they always ridiculed you: ""Is this the one chosen by GOD to be a messenger?",Rashad Khalifa
2897,25,42,"""He almost diverted us from our gods, if it were not that we steadfastly persevered with them."" They will certainly find out, when they see the retribution, who are the real strayers from the path.",Rashad Khalifa
